Date,Non-farm_Payrolls,Civilian_Unemployment_Rate,Effective_Fed_Funds,CPI_All_Items,10Y_Treasury_Rate,5Y_Treasury_Rate,3_Month_T-Bill_Rate,IPI,S&P_500_Index,Non-farm_Payrolls_3_mo_annualised,CPI_All_Items_3_mo_annualised,IPI_3_mo_annualised,Non-farm_Payrolls_3_month_pchg,Non-farm_Payrolls_12_month_pchg,Civilian_Unemployment_Rate_12_month_pchg,CPI_All_Items_3_month_pchg,CPI_All_Items_12_month_pchg,IPI_3_month_pchg,IPI_12_month_pchg,Effective_Fed_Funds_12_chg,10Y_Treasury_Rate_12_chg,S&P_500_Index_12_chg,3M_10Y_Treasury_Spread,Payrolls_3mo_vs_12mo,IPI_3mo_vs_12mo,CPI_3mo_vs_12mo,Recession,Recession_in_6mo,Recession_in_12mo,Recession_in_24mo
2019-06-01,150759.0,3.7,2.38,255.402,2.07,1.83,2.17,109.2774,2941.76001,1.0127567061876672,1.0207342755769573,0.985358402352052,0.0031740328183016424,0.012566492934286131,-0.07499999999999996,0.005143745449536663,0.01682485587795024,-0.0036806705986719424,0.010231051476971231,1.3076923076923077,0.7113402061855669,1.0821778799005242,-0.10000000000000007,1.000190213253381,-0.013911722075643174,1.003909419699007,0,0,0,0
2019-05-01,150577.0,3.6,2.39,255.167,2.4,2.19,2.35,109.2264,2752.060059,1.0118281737647603,1.0317478844686176,0.9877640884326591,0.002944017051320413,0.012833879288890016,-0.05263157894736836,0.007844190519825878,0.01806176188956288,-0.0030731149447214,0.01734754419315987,1.4058823529411766,0.8053691275167785,1.017295884940905,0.049999999999999815,0.9989942944758703,-0.02042065913788127,1.0136861225790548,0,0,0,0
2019-04-01,150492.0,3.6,2.42,254.943,2.53,2.33,2.38,108.9888,2945.830078,1.0095723162747072,1.038443510304578,0.959591375086856,0.002384536480743771,0.014158540612301262,-0.09999999999999998,0.009475351415561216,0.019947430958124682,-0.010258948314770032,0.007082643780440767,1.4319526627218937,0.8815331010452959,1.1124525683011364,0.1499999999999999,0.995413775662406,-0.0173415920952108,1.0184960793464533,0,0,0,0
2019-03-01,150282.0,3.8,2.41,254.095,2.57,2.37,2.4,109.6811,2834.399902,1.011176557227057,1.023025924360292,0.9688734602140936,0.0027825042538285327,0.013679226192885086,-0.05000000000000005,0.005707432723933703,0.01877207683641191,-0.00787415107515399,0.02264948220031537,1.596026490066225,0.9049295774647887,1.0732825835523665,0.16999999999999993,0.9974973310341719,-0.03052363327546936,1.00425384752388,0,0,0,0
2019-02-01,150135.0,3.8,2.4,253.181,2.68,2.49,2.39,109.5631,2784.48999,1.0121336822891778,1.0082418619244478,0.9662795915078306,0.0030197149976951554,0.013891327543591904,-0.07317073170731703,0.002054127648795534,0.01485519591141382,-0.008538848775685004,0.02739261022168593,1.6901408450704225,0.9370629370629372,1.0260369698798806,0.29000000000000004,0.9982423547455859,-0.035931458997370935,0.9933866660130339,0,0,0,0
2019-01-01,150134.0,4.0,2.4,252.55,2.71,2.54,2.37,110.1185,2704.100098,1.0157390963750408,0.996412736829722,1.0073713236289077,0.003911761362496603,0.016672084078227508,-0.02439024390243893,-0.000898024741175063,0.015007073500096668,0.0018377586622573274,0.03625823997440358,1.702127659574468,1.050387596899225,0.9576069358424224,0.33999999999999986,0.9990670122968133,-0.034420481312146256,0.9814056633296253,0,0,0,0
2018-12-01,149865.0,3.9,2.27,252.653,2.83,2.68,2.37,110.5516,2506.850098,1.013918921169179,1.0062302879519645,1.0323599345937935,0.0034617135817018863,0.01568271309581104,-0.04878048780487798,0.0015539461113687205,0.019390995251102442,0.007993624794734311,0.037692423218442565,1.7461538461538462,1.1791666666666667,0.9376274017803149,0.46,0.998236208073368,-0.029698798423708254,0.986839292700862,0,0,0,0
2018-11-01,149683.0,3.7,2.2,252.662,3.12,2.95,2.33,110.5067,2760.169922,1.0111674010732783,1.0120746969477754,1.0363530671427357,0.002780234209609489,0.015343811261624872,-0.11904761904761907,0.003005101129394117,0.021545851139961103,0.008966935282119115,0.04062132155603471,1.8965517241379315,1.327659574468085,1.0678300506147211,0.79,0.9958235898116534,-0.0316543862739156,0.9905288458078143,0,0,0,0
2018-10-01,149549.0,3.8,2.19,252.777,3.15,3.0,2.25,109.9165,2711.73999,1.0141663308717903,1.02075754506351,1.0473712875894243,0.003522922482284807,0.015985488736107056,-0.07317073170731703,0.0051494739186106475,0.0251733787565398,0.01163807385045823,0.04059313425233868,1.9043478260869569,1.3347457627118644,1.0529965826635113,0.8999999999999999,0.9981808421356833,-0.02895506040188045,0.9955841663069702,0,0,0,0
2018-09-01,149348.0,3.7,1.95,252.261,3.0,2.89,2.13,109.6749,2913.97998,1.012415673474534,1.0173910014831848,1.05679421633587,0.003089570684004173,0.01646373418453817,-0.11904761904761907,0.004319680224225353,0.023599586114548817,0.013905798890087695,0.05405756067744205,1.6956521739130437,1.3636363636363635,1.1566349613552884,0.8700000000000001,0.9959519392899958,-0.040151761787354356,0.993791415368636,0,0,0,0
2018-08-01,149268.0,3.8,1.91,251.905,2.89,2.77,2.03,109.5246,2901.52002,1.0162140020130368,1.0203416708797386,1.0829629213669665,0.00402908474530661,0.016043727154535725,-0.13636363636363644,0.0050470794765400395,0.02690946743632394,0.020125014087603036,0.05264038059540122,1.6465517241379308,1.3076923076923077,1.1739203103368965,0.8600000000000003,1.000170274858501,-0.03251536650779818,0.9934322034434147,0,0,0,0
2018-07-01,149024.0,3.8,1.91,251.482,2.89,2.78,1.96,108.652,2816.290039,1.0171725203656998,1.0246284441214202,1.0159769654412685,0.004265757357252209,0.015654923769994555,-0.11627906976744184,0.006101049380493384,0.02928031171212475,0.0039705310273390184,0.03930738349019114,1.6608695652173913,1.2456896551724141,1.1400599049253388,0.9300000000000002,1.0015175965957053,-0.03533685246285212,0.9953481324092954,0,0,0,0
2018-06-01,148888.0,4.0,1.82,251.176,2.91,2.78,1.9,108.1707,2718.3701170000004,1.0172158189505691,1.0285755938786647,1.0347098472467295,0.00427644448041864,0.016217101670852996,-0.06976744186046513,0.0070685970659107875,0.028655207859807682,0.008566748001666902,0.03428602025722638,1.75,1.3287671232876714,1.1217128821415832,1.0100000000000002,1.0009987172797161,-0.025719272255559478,0.999920386018857,0,0,0,0
2018-05-01,148669.0,3.8,1.7,250.64,2.98,2.82,1.86,107.3639,2705.27002,1.0160603889567807,1.0188104767523196,1.0273575549282403,0.003991139804697452,0.01622053918083877,-0.13636363636363644,0.004669806593847081,0.0275247411100088,0.006770321984135741,0.02826279128345255,1.8681318681318682,1.2956521739130435,1.1216808877343214,1.12,0.999839849775942,-0.021492469299316808,0.9912857356423108,0,0,0,0
2018-04-01,148391.0,4.0,1.69,249.957,2.87,2.7,1.76,108.2223,2648.050049,1.0196182938585472,1.0184694308672693,1.0757166190921117,0.0048688986402296575,0.015396090077391069,-0.09090909090909094,0.004585717960259972,0.02417048406526323,0.01841425486164372,0.03788357575995893,1.8777777777777775,1.247826086956522,1.1106660948840863,1.11,1.0042222037811561,-0.019469320898315212,0.994298946802006,0,0,0,0
2018-03-01,148254.0,4.0,1.51,249.413,2.84,2.63,1.7,107.2519,2640.8701170000004,1.0191944505753388,1.025514201456258,1.0271513265855536,0.004764454324267532,0.015827988817628702,-0.09090909090909094,0.006318414182943322,0.023354573467202263,0.006719794247953771,0.03782452609272058,1.9113924050632911,1.1451612903225803,1.117724550270033,1.14,1.00336646175771,-0.03110473184476681,1.0021596279890557,0,0,0,0
2018-02-01,148078.0,4.1,1.42,249.475,2.86,2.6,1.57,106.6419,2713.830078,1.0179460203558075,1.035094173972677,1.0170163540402943,0.004456624225856576,0.015519665329355668,-0.10869565217391307,0.008660389030173965,0.02232120904158541,0.0042272089497426,0.03890970979435515,2.1515151515151514,1.181818181818182,1.1481571647343998,1.2899999999999998,1.0024263550264518,-0.03468250084461255,1.0127729649310915,0,0,0,0
2018-01-01,147672.0,4.1,1.41,248.816,2.58,2.38,1.41,106.2655,2823.810059,1.0129980136189485,1.0369367712202742,1.0243336047734968,0.0032337835267262087,0.014042725593468308,-0.12765957446808518,0.009108975138905741,0.02092180684974765,0.006028664558022756,0.03133740826075382,2.169230769230769,1.0617283950617284,1.239127249041021,1.1700000000000002,0.9989552880254802,-0.025308743702731062,1.0160149643705265,0,0,0,0
2017-12-01,147551.0,4.1,1.3,247.847,2.4,2.18,1.32,106.536,2673.610107,1.0170411794090195,1.0229505031421495,1.0990409378700436,0.00423333719007135,0.014500625678964818,-0.12765957446808518,0.005688896102578722,0.02115676192359661,0.023890391368781568,0.035052624113337316,2.4074074074074074,0.9638554216867468,1.1941996551111191,1.0799999999999998,1.0025405537300547,-0.011162232744555748,1.001793741218553,0,0,0,0
2017-11-01,147421.0,4.2,1.16,247.333,2.35,2.05,1.23,106.193,2584.840088,1.0139584330912008,1.03349823916414,1.0850680137313156,0.003471489541286843,0.015212241412555503,-0.1063829787234043,0.008271369402863327,0.02206675399701652,0.020620389725846344,0.0405906083936709,2.8292682926829267,1.0981308411214954,1.1755631539977416,1.12,0.9987461916786453,-0.019970218667824557,1.0114314851671236,0,0,0,0
2017-10-01,147196.0,4.1,1.15,246.57,2.36,1.98,1.07,105.6287,2575.26001,1.0128470825884637,1.03721306996942,1.0422043705400754,0.003196412384905312,0.01471794624330447,-0.16326530612244916,0.009176189384761502,0.020398028480266284,0.01038809979080324,0.033058675677393616,2.875,1.3409090909090908,1.211231629330339,1.2899999999999998,0.9981291363451592,-0.022670575886590376,1.0168150414891537,0,0,0,0
2017-09-01,146929.0,4.2,1.15,246.445,2.2,1.8,1.03,104.0502,2519.360107,1.011433429836236,1.0376402325032728,0.9797059268233034,0.002846183247788625,0.01389080570813439,-0.15999999999999992,0.00928007732032654,0.02230490981797661,-0.005112592735662558,0.019623176220532116,2.875,1.3496932515337423,1.1619217550220058,1.1700000000000002,0.9975426241281016,-0.024735768956194674,1.0153353226852961,0,0,0,0
2017-08-01,146911.0,4.4,1.16,245.304,2.21,1.78,1.01,104.0475,2471.649902,1.0169215533086728,1.0227892237531877,0.9860750402244528,0.004203805982391895,0.015651897377754187,-0.1020408163265306,0.005649254282036331,0.019572310314013297,-0.0034995675821665184,0.01966666241999504,2.8999999999999995,1.4166666666666663,1.138510770762582,1.2,1.0012696559309187,-0.02316623000216156,1.0032169134391744,0,0,0,0
2017-07-01,146727.0,4.3,1.15,244.328,2.32,1.87,1.07,104.5427,2470.300049,1.0161360348904742,1.0044325263629987,1.0104210114961611,0.004009826126822658,0.015327446855624371,-0.10416666666666664,0.0011062944054283095,0.017562710579690274,0.0025951333098690466,0.02359875651726928,2.9487179487179485,1.5466666666666666,1.1365016275408726,1.2499999999999998,1.0008085880348498,-0.021003623207400235,0.9868698157833085,0,0,0,0
2017-06-01,146512.0,4.3,1.04,244.179,2.19,1.77,0.98,104.5849,2423.409912,1.015658732494884,1.0075380066078141,1.0489425019794771,0.003891903743901803,0.01632930534552357,-0.12244897959183687,0.0018791979353443007,0.016802418548870657,0.012017262901212522,0.02660326852496242,2.736842105263158,1.3353658536585369,1.1546314611048063,1.21,0.9993294271493605,-0.014586005623749898,0.9907355880589435,0,0,0,0
2017-05-01,146296.0,4.4,0.91,243.926,2.3,1.84,0.89,104.4129,2411.800049,1.0132602338751395,0.9983291086901336,1.070573174955073,0.0032987004080513587,0.016714040488981174,-0.08333333333333326,-0.0004179848214139748,0.01873538255930507,0.017194701499007703,0.02941048883069852,2.45945945945946,1.2707182320441988,1.1501466917938854,1.4099999999999997,0.9965461933861584,-0.012215787331690816,0.9795937261308285,0,0,0,0
2017-04-01,146141.0,4.4,0.9,244.058,2.3,1.82,0.8,104.2721,2384.199951,1.014193184060378,1.0056084120528468,1.0488331440121528,0.003529565259189571,0.015933374580288984,-0.11999999999999987,0.0013991637842249993,0.021868654091736998,0.011990884792393963,0.027142332246812503,2.4324324324324325,1.2707182320441988,1.1544085093855532,1.4999999999999998,0.998259809480089,-0.01515144745441854,0.9837397579611098,0,0,0,0
2017-03-01,145944.0,4.4,0.79,243.721,2.48,2.01,0.74,103.343,2362.719971,1.0138778344905222,1.0167327427335824,1.0162216312964385,0.003451547695988877,0.015884506689312516,-0.11999999999999987,0.004157190414977308,0.024080843732929846,0.004030969191114897,0.019005970487745882,2.1944444444444446,1.3121693121693123,1.1470962269368763,1.74,0.9979933278012096,-0.014975001296630985,0.9926518990006525,0,0,0,0
2017-02-01,145815.0,4.6,0.66,244.028,2.42,1.9,0.52,102.6479,2363.639893,1.0167139462203103,1.0340640217517671,1.023614250446645,0.004152549376084558,0.016607056953420685,-0.06122448979591855,0.00840933415429368,0.027425751745160157,0.005851993175941096,0.00416151043067825,1.7368421052631582,1.3595505617977528,1.2232704789105902,1.9,1.0001068892668896,0.0016904827452628455,1.006638270006607,0,0,0,0
2017-01-01,145627.0,4.7,0.65,243.717,2.43,1.92,0.51,103.0366,2278.8701170000004,1.015698809721132,1.0348104292435922,1.0311890564186084,0.003901806826093868,0.01716141649786973,-0.04081632653061229,0.008591257278359299,0.0247659012643644,0.007707692533386767,0.0008168815715985378,1.9117647058823528,1.1626794258373208,1.1745300214124543,1.92,0.9985373932232622,0.00689081096178823,1.0100445279792278,0,0,0,0
2016-12-01,145442.0,4.7,0.54,242.712,2.49,1.96,0.51,102.9281,2238.830078,1.0145979949960051,1.027558926977095,1.0349585118690885,0.003629688923238339,0.016387485411993197,-0.059999999999999935,0.006819652546169674,0.020823431933748585,0.00862733799977855,0.008096852736593219,2.2500000000000004,1.1116071428571428,1.09535022682939,1.98,0.9982105095840119,0.0005304852631853318,1.0067354950433465,0,0,0,0
2016-11-01,145212.0,4.7,0.41,241.993,2.14,1.6,0.45,102.0507,2198.810059,1.0157160263390137,1.0234457421984866,1.0003920580747767,0.0039060609622045828,0.016719879011930727,-0.07843137254901955,0.0058105945676343316,0.01670468916085821,9.800011172012012e-05,-0.006192628833752378,3.4166666666666665,0.9469026548672568,1.0569119317866429,1.6900000000000002,0.998996147327083,0.006290628945472498,1.0067410530376284,0,0,0,0
2016-10-01,145061.0,4.9,0.4,241.641,1.76,1.27,0.33,102.2485,2126.149902,1.0152827834693858,1.0257328666009609,1.0045508638411982,0.0037989924712134022,0.01735081038243314,-0.01999999999999991,0.006372052925522009,0.01643860970079869,0.0011357795021174064,-0.011113410756149024,3.333333333333333,0.8502415458937199,1.0225020162897644,1.43,0.9979319730869527,0.012249190258266431,1.0092942569001622,0,0,0,0
2016-09-01,144916.0,5.0,0.4,241.068,1.63,1.18,0.29,102.0477,2168.27002,1.0211989474476804,1.0154798219899412,1.006809980212676,0.005258119563257058,0.01851968990940467,0.0,0.003847691385168828,0.015031705530151871,0.0016981645099323206,-0.016661720153251847,2.8571428571428568,0.7511520737327189,1.1292896398757313,1.34,1.0026792575382757,0.018359884663184167,1.0004481164597894,0,0,0,0
2016-08-01,144647.0,4.9,0.4,240.595,1.56,1.13,0.3,102.0407,2170.949951,1.02118211440951,1.0194350829258807,1.0243100652601724,0.005253976968677686,0.01773778196811282,-0.03921568627450967,0.004823755429335108,0.010763213504010105,0.006022884793226435,-0.02036633286003253,2.8571428571428568,0.7188940092165899,1.1007868914386658,1.26,1.003444332441397,0.026389217653258964,1.0086718694218706,0,0,0,0
2016-07-01,144512.0,4.8,0.39,240.111,1.5,1.07,0.3,102.1325,2173.600098,1.0185638482150932,1.0215422732419206,1.024485660191345,0.004608999714978967,0.0176829740635629,-0.07692307692307697,0.005342600540121811,0.008725644235697327,0.006065997023149805,-0.02100948676386993,3.0,0.646551724137931,1.0331584184548537,1.2,1.0008808741515303,0.027075483787019735,1.0128166290062233,0,0,0,0
2016-06-01,144158.0,4.9,0.38,240.144,1.64,1.17,0.27,101.8747,2098.860107,1.013881878671737,1.036697676116002,1.0182350132993792,0.0034525483426375288,0.017353686335118912,-0.07547169811320742,0.009050800453800578,0.010464661255506824,0.004527907469765502,-0.017766546403978456,2.9230769230769234,0.6949152542372882,1.0173282074857288,1.37,0.996528192336618,0.022294453873743958,1.0262330148604952,0,0,0,0
2016-05-01,143891.0,4.8,0.37,239.44,1.81,1.3,0.27,101.4298,2096.949951,1.0128338207471514,1.0328326547648474,0.9693403348047284,0.003193128499020537,0.016717894364953082,-0.1428571428571428,0.008108995680254694,0.010291095818161232,-0.00775465284061727,-0.025408794879038243,3.083333333333333,0.8227272727272726,0.9950460320443418,1.54,0.9961159263821984,0.017654142038420972,1.0225415589466862,0,0,0,0
2016-04-01,143849.0,5.0,0.37,238.835,1.81,1.26,0.23,101.5167,2065.300049,1.0191058362077479,1.0170615876187103,0.9453712236403112,0.004742613676049556,0.0188039151805317,-0.07407407407407418,0.0042383749532224355,0.011061628468135964,-0.013946237342463808,-0.02880111588179912,3.083333333333333,0.9329896907216496,0.9903093435643592,1.58,1.0003019210272162,0.014854878539335311,1.0059999591505744,0,0,0,0
2016-03-01,143662.0,5.0,0.36,237.99,1.89,1.38,0.29,101.4155,2059.73999,1.015887266986508,1.0038581778377909,0.9733982389567382,0.0039483706856189285,0.019530196579376824,-0.07407407407407418,0.0009631520728798916,0.008534766247415115,-0.006717831489088333,-0.03548290764115558,3.2727272727272725,0.926470588235294,0.9960588312619604,1.6,0.9963570704071312,0.028765076152067248,0.9953234115903757,0,0,0,0
2016-02-01,143433.0,4.9,0.38,237.514,1.78,1.22,0.31,102.2225,1932.22998,1.017165357042966,0.9915735806337947,0.9820438824265576,0.004263989245504972,0.018418193824153883,-0.10909090909090903,-0.0021132944285491284,0.00922912187369862,-0.004519577043158529,-0.030537970932024594,3.4545454545454546,0.898989898989899,0.9181420669992872,1.47,0.9987471632188121,0.026018393888866065,0.9823444587600961,0,0,0,0
2016-01-01,143170.0,4.9,0.34,237.827,2.09,1.52,0.26,102.9525,1940.2399899999998,1.0164555072299668,1.001582544557435,0.9828918977565094,0.004088731791818345,0.0185106140800182,-0.14035087719298245,0.0003954015639393571,0.01312050846230184,-0.004304742082988367,-0.028572210385674257,3.0909090909090917,1.1117021276595744,0.9725562532772408,1.83,0.9979448931499486,0.02426746830268589,0.9884620360951331,0,0,0,0
2015-12-01,143097.0,5.0,0.24,237.761,2.24,1.7,0.23,102.1014,2043.939941,1.0231386250298842,1.0044368741315426,0.9369700063711685,0.0057351297783962965,0.019376393568746986,-0.1071428571428571,0.0011073777463388446,0.00638724751536479,-0.01614426345772846,-0.04137791819432257,2.0,1.0135746606334843,0.9927340027626074,2.01,1.0037622314611372,0.025233654736594113,0.9980496266161778,0,0,0,0
2015-11-01,142824.0,5.1,0.12,238.017,2.26,1.67,0.12,102.6866,2080.409912,1.0197897306460335,0.9997311568253042,0.9445309414450628,0.004911135189901827,0.01937777016465758,-0.1206896551724138,-6.721757067296165e-05,0.004363182169185187,-0.014165421012057087,-0.03728364181153043,1.3333333333333333,0.9699570815450642,1.0062149841520034,2.14,1.000411960481376,0.023118220799473344,0.995367974656119,0,0,0,0
2015-10-01,142587.0,5.0,0.12,237.733,2.07,1.39,0.02,103.3976,2079.360107,1.0166093868864257,0.994951485115402,0.9649391248180412,0.0041267315018909114,0.019804317040724276,-0.1228070175438597,-0.0012645252358907124,0.0012761656067050706,-0.008882877718805695,-0.02303665020404277,1.3333333333333333,0.9,1.0303808411641628,2.05,0.9968050698457014,0.014153772485237076,0.9936753195086969,0,0,0,0
2015-09-01,142281.0,5.0,0.14,237.498,2.17,1.49,0.02,103.7768,1920.030029,1.016530688272918,0.9973265587436764,1.0022928090350718,0.004107297863781723,0.01945316194488633,-0.15254237288135594,-0.0006690314192303592,8.842961634170088e-05,0.0005727100756478531,-0.019250797155002556,1.5555555555555558,0.857707509881423,0.973502877889858,2.15,0.9970775263280316,0.01982350723065041,0.9972381291273347,0,0,0,0
2015-08-01,142126.0,5.1,0.14,238.033,2.17,1.54,0.07,104.1621,1972.180054,1.0170949064600754,1.017531744064213,1.003382641302855,0.0042465995407172654,0.020602195939881,-0.16393442622950816,0.004354412006700503,0.002413037985344868,0.000844589725407463,-0.012668414557160057,1.5555555555555558,0.8966942148760331,0.9844312627832884,2.1,0.9964927105201944,0.01351300428256752,1.0151187060788682,0,0,0,0
2015-07-01,142001.0,5.2,0.13,238.034,2.32,1.63,0.03,104.3243,2103.840088,1.0230589136031187,1.0310378529157036,0.9922580922935164,0.005715540320410106,0.021083059488455458,-0.16129032258064513,0.007670750395814219,0.0022568611104094587,-0.001941121545396829,-0.012227348774850766,1.4444444444444446,0.9133858267716536,1.089694271964371,2.29,1.0019758541146633,0.010286227229453937,1.0287809918052941,0,0,0,0
2015-06-01,141699.0,5.3,0.13,237.657,2.36,1.68,0.02,103.7174,2063.110107,1.0225860922672827,1.028800346264697,0.9467359168534302,0.005599318714072821,0.020614101428293674,-0.13114754098360648,0.007123605790419373,0.001795718097550525,-0.013590574665418909,-0.01603956432190701,1.3,0.9076923076923076,1.0524837024480158,2.34,1.001971990838989,0.002448989656488102,1.0270046281671465,0,0,0,0
2015-05-01,141525.0,5.6,0.12,237.001,2.2,1.54,0.02,104.0742,2107.389893,1.019626051262614,1.0284968226199438,0.9490946987542316,0.004870809931908139,0.021760004620571705,-0.11111111111111116,0.0070493154643027625,0.0003503321824427364,-0.012976740877729487,-0.008960607607279571,1.3333333333333333,0.859375,1.095561873059125,2.18,0.9978660466420424,-0.004016133270449916,1.028146490437501,0,0,0,0
2015-04-01,141194.0,5.4,0.12,236.222,1.94,1.35,0.02,104.5272,2085.51001,1.0179327908078422,1.025371319083716,0.9462628111038296,0.004453360651072824,0.020977200581374426,-0.12903225806451613,0.006283360383732228,-0.0010403098939391064,-0.01371383064447651,-0.0010502966920911128,1.3333333333333333,0.7158671586715867,1.106988011487785,1.92,0.9969555902264677,-0.012663533952385397,1.026411628977655,0,0,0,0
2015-03-01,140910.0,5.4,0.11,235.976,2.04,1.52,0.03,105.1464,2067.889893,1.0152743918879974,0.9953352060761432,0.9498183552660046,0.0037969182985817533,0.021323785225559444,-0.19402985074626866,-0.001168244078357028,-0.00022031284423873482,-0.012788650671073154,0.005330393569489722,1.375,0.75,1.1044414639173492,2.01,0.993950606662438,-0.018119044240562876,0.995555518920382,0,0,0,0
2015-02-01,140839.0,5.5,0.11,235.342,1.98,1.47,0.02,105.4425,2104.5,1.021004362138041,0.9725881810015968,0.9549949713983936,0.0052102291787108354,0.022691955792439437,-0.17910447761194034,-0.0069245473303991565,-0.0008703146293520536,-0.011446288042571306,0.01786629623801894,1.5714285714285714,0.7306273062730627,1.1317863107142054,1.96,0.9983124063456015,-0.029312584280590248,0.9734584956309489,0,0,0,0
