Date,Non-farm_Payrolls,Civilian_Unemployment_Rate,Effective_Fed_Funds,CPI_All_Items,10Y_Treasury_Rate,5Y_Treasury_Rate,3_Month_T-Bill_Rate,IPI,S&P_500_Index,Non-farm_Payrolls_3_mo_annualised,CPI_All_Items_3_mo_annualised,IPI_3_mo_annualised,Non-farm_Payrolls_3_month_pchg,Non-farm_Payrolls_12_month_pchg,Civilian_Unemployment_Rate_12_month_pchg,CPI_All_Items_3_month_pchg,CPI_All_Items_12_month_pchg,IPI_3_month_pchg,IPI_12_month_pchg,Effective_Fed_Funds_12_chg,10Y_Treasury_Rate_12_chg,S&P_500_Index_12_chg,3M_10Y_Treasury_Spread
1963-07-01,56794.0,5.6,3.02,30.69,4.02,3.89,3.18,27.7205,69.129997,1.0152150702146079,1.0278451786375415,1.045187503456292,0.0037822552138564447,0.018799555125031286,0.03703703703703698,0.006889763779527547,0.015552614162806178,0.01111034107944664,0.05925937248038782,1.1143911439114391,1.0024937655860349,1.1871886828095484,0.8399999999999994
1963-06-01,56659.0,5.6,2.99,30.61,3.99,3.81,2.99,27.8313,69.370003,1.0242949610568612,1.0131750530632728,1.1015210927148056,0.006019176136363713,0.01824096039105738,0.018181818181818077,0.0032776138970829205,0.013240648791790655,0.024467544705631283,0.07371771377866931,1.1156716417910448,1.020460358056266,1.26703201826484,1.0
1963-05-01,56616.0,5.9,3.0,30.51,3.93,3.72,2.93,27.7482,70.800003,1.0277426897241568,1.0039428242005632,1.1154549576876613,0.0068646629912858526,0.017760839864816358,0.07272727272727275,0.0009842519685039353,0.008928571428571619,0.027692079776300504,0.06823273970387822,1.2711864406779663,1.0155038759689923,1.1873218482756691,1.0
1963-04-01,56580.0,5.7,2.9,30.48,3.97,3.74,2.9,27.4159,69.800003,1.0335605002574884,1.0052666113954916,1.1123418299164882,0.008286554397219925,0.017589295349088152,0.017857142857143016,0.0013140604467805073,0.00893743793445867,0.02697428059844631,0.05431576518545578,1.0431654676258992,1.0338541666666667,1.069895848249413,1.0700000000000003
1963-03-01,56320.0,5.7,2.98,30.51,3.93,3.68,2.89,27.1666,66.57,1.0210102561082275,1.0172267035573448,1.1041461297307071,0.005211679874348452,0.018905472636815857,0.017857142857143016,0.004279131007241643,0.011269472986410234,0.025077352652630003,0.04695508744344501,1.0456140350877192,1.0,0.9571530859603269,1.04
1963-02-01,56230.0,5.9,3.0,30.48,3.92,3.66,2.92,27.0005,64.290001,1.0124740853384102,1.0132317090541085,1.0773892247302472,0.0031040388183245504,0.01888091614119003,0.07272727272727275,0.003291639236339794,0.012288276320159497,0.018809901139536622,0.046137692417966836,1.2658227848101264,0.9702970297029703,0.9189537152509109,1.0
1963-01-01,56115.0,5.7,2.92,30.44,3.83,3.58,2.91,26.6958,66.199997,1.0052923181478381,1.0079233683565396,1.046972340463103,0.0013204618047499839,0.022298737497950416,-0.01724137931034475,0.0019749835418039208,0.013315579227696439,0.011541726029888677,0.051251658836825476,1.3581395348837209,0.9387254901960784,0.9616502156682286,0.9199999999999999
1962-12-01,56028.0,5.5,2.93,30.38,3.86,3.56,2.87,26.502,63.099998,1.0035776219588686,0.9947506674983824,1.021180076546275,0.0008932080460180014,0.021067210963697347,-0.08333333333333337,-0.0013149243918475495,0.012329223592135952,0.0052534754490110025,0.034595835382849494,1.257510729613734,0.9507389162561577,0.8819007037637719,0.9899999999999998
1962-11-01,56056.0,5.7,2.94,30.38,3.92,3.6,2.83,26.502,62.259998,1.0157082978300978,1.0132756232554523,1.047325875716333,0.0039041512948172485,0.024003507361806342,-0.06557377049180324,0.0033025099075296716,0.013342228152101399,0.011627108033621658,0.04362002496623241,1.1264367816091954,0.9949238578680203,0.8729668816601235,1.0899999999999999
1962-10-01,56041.0,5.4,2.9,30.38,3.93,3.64,2.74,26.3912,56.52,1.0213360542370484,1.0213468130632652,1.0342882129035034,0.005291859505614838,0.027860313268038617,-0.16923076923076918,0.005294506949040434,0.013342228152101399,0.008463986977305993,0.05536938248302459,1.2831858407079646,1.0025510204081634,0.8236665335033577,1.19
1962-09-01,55978.0,5.6,2.9,30.42,3.98,3.7,2.78,26.3635,56.27,1.024226818802001,1.0280966352025362,1.0701354886177898,0.006002444108978544,0.029234389938957106,-0.16417910447761197,0.006951340615690249,0.014676450967311627,0.017090719700622925,0.07449115170485587,1.5425531914893618,1.0,0.8432488756219598,1.2000000000000002
1962-08-01,55838.0,5.7,2.93,30.28,3.98,3.71,2.82,26.1974,59.119999,1.0151860318492503,1.0053015125779567,1.034563227653281,0.00377507729920179,0.028362002283693677,-0.13636363636363624,0.001322751322751392,0.011356045424181671,0.008531017331516288,0.0665173936938952,1.465,0.9851485148514851,0.8685176876744528,1.1600000000000001
1962-07-01,55746.0,5.4,2.71,30.22,4.01,3.8,2.92,26.1697,58.23,1.0103996525885093,1.0013247224546975,1.0258119388591767,0.002589834898025334,0.029987251261016645,-0.22857142857142854,0.00033101621979469975,0.010026737967914423,0.0063914473051704945,0.07508421658039599,2.3162393162393164,1.0229591836734693,0.8722288534383207,1.0899999999999999
1962-06-01,55644.0,5.5,2.68,30.21,3.91,3.64,2.73,25.9205,54.75,1.026971432203633,1.0053138375281898,0.9957367869126671,0.006675712347354201,0.03088352446412368,-0.2028985507246377,0.0013258203513424327,0.012399463806970434,-0.0010675114266114338,0.07710367753999581,1.5491329479768787,1.0077319587628866,0.8469987754795603,1.1800000000000002
