,Date,Non-farm_Payrolls,Civilian_Unemployment_Rate,Effective_Fed_Funds,CPI_All_Items,10Y_Treasury_Rate,5Y_Treasury_Rate,3_Month_T-Bill_Rate,IPI,S&P_500_Index,Non-farm_Payrolls_3_mo_annualised,Non-farm_Payrolls_12_mo_annualised,CPI_All_Items_3_mo_annualised,CPI_All_Items_12_mo_annualised,IPI_3_mo_annualised,IPI_12_mo_annualised
513,1977-05-01,82088.0,7.0,5.35,60.2,7.46,6.94,4.96,48.9891,96.120003,1.0554459595051358,1.0135822591001136,1.062104359822204,1.0151770657672852,1.1274544753269933,1.0304448515724092
514,1977-04-01,81728.0,7.2,4.73,60.0,7.37,6.79,4.54,48.5838,98.440002,1.052457635227156,1.0128640475895403,1.0915725266296175,1.0221465076660987,1.1586661551780952,1.037503523563027
515,1977-03-01,81391.0,7.4,4.69,59.6,7.46,6.93,4.6,48.131,98.419998,1.0477183033664783,1.0117218575974543,1.0847599702566089,1.0205479452054795,1.0918286420868637,1.022206458902335
516,1977-02-01,80988.0,7.6,4.68,59.3,7.39,6.83,4.67,47.5417,99.82,1.0378127853916583,1.009322033898305,1.0852111415675194,1.0206540447504302,1.0835206102640387,1.0202563211138722
517,1977-01-01,80690.0,7.5,4.61,58.7,7.21,6.58,4.62,46.8276,102.029999,1.0395672761014576,1.0097483450338502,1.0564237350176853,1.0138169257340242,1.0813682176622308,1.0197492634040857
518,1976-12-01,80448.0,7.8,4.65,58.4,6.87,6.1,4.35,47.0854,107.459999,1.0281295304302793,1.0069593951834976,1.0567237169091028,1.0138888888888888,1.1070748705206015,1.02575643039359
519,1976-11-01,80240.0,7.8,4.95,58.1,7.29,6.52,4.75,46.5978,102.099998,1.027172091037683,1.0067248820636354,1.057026904861652,1.0139616055846423,1.0739834189397452,1.0180037882015218
520,1976-10-01,79911.0,7.7,5.02,57.9,7.41,6.75,4.92,45.9207,102.900002,1.0184296618582818,1.0045759110965844,1.0646695475019377,1.0157894736842106,1.0417528027618868,1.0102786364086374
521,1976-09-01,79892.0,7.6,5.25,57.6,7.59,7.13,5.08,45.9031,105.239998,1.0262574776874716,1.0065007055029227,1.065019839762188,1.0158730158730158,1.0652899035848091,1.0159374100878649
522,1976-08-01,79704.0,7.8,5.29,57.3,7.77,7.31,5.14,45.7737,102.910004,1.019917075903362,1.0049425055477104,1.0653739463514622,1.0159574468085106,1.0541588037640355,1.0132730923250268
523,1976-07-01,79547.0,7.8,5.31,57.0,7.83,7.49,5.23,45.4535,103.440002,1.0129260326194303,1.0032159612571256,1.0657319298934567,1.0160427807486632,1.0442343475573557,1.010879742373394
