Year, value
1966,4.81
1966,4.83
1966,4.83
1966,4.83
1966,4.83
1966,4.83
1966,4.79
1966,4.81
1966,4.8
1966,4.76
1966,4.75
1966,4.76
1966,4.77
1966,4.8
1966,4.83
1966,4.89
1966,4.9
1966,4.97
1966,4.99
1966,4.96
1966,4.95
1966,4.95
1966,4.97
1966,5.03
1966,5.05
1966,5.07
1966,5.1
1966,5.09
1966,5.04
1966,5.03
1966,5.02
1966,5.04
1966,5.02
1966,4.99
1966,4.99
1966,4.99
1966,5.03
1966,5.05
1966,5.05
1966,5.04
1966,5.06
1966,5.07
1966,5.07
1966,5.08
1966,5.1
1966,5.1
1966,5.11
1966,5.11
1966,5.15
1966,5.18
1966,5.24
1966,5.29
1966,5.31
1966,5.29
1966,5.33
1966,5.36
1966,5.39
1966,5.48
1966,5.51
1966,5.48
1966,5.36
1966,5.3
1966,5.23
1966,5.19
1966,5.2
1966,5.18
1966,5.17
1966,5.18
1966,5.16
1966,5.21
1966,5.25
1966,5.24
1966,5.32
1966,5.27
1966,5.21
1966,5.15
1966,5.17
1966,5.17
1966,5.13
1966,5.09
1966,4.99
1966,5.02
1966,5.08
1966,5.06
1966,5.05
1966,5.03
1966,5.02
1966,5.05
1966,5.05
1966,5.07
1966,5.06
1966,5.04
1966,4.99
1966,5
1966,5.02
1966,4.94
1966,4.94
1966,4.94
1966,4.96
1966,4.99
1966,4.97
1966,4.97
1966,4.99
1966,5.04
1966,5.06
1966,5.11
1966,5.11
1966,5.12
1966,5.17
1966,5.19
1966,5.21
1966,5.22
1966,5.23
1966,5.22
1966,5.17
1966,5.2
1966,5.22
1966,5.23
1966,5.19
1966,5.15
1966,5.12
1966,5.09
1966,5.03
1966,5.06
1966,5.07
1966,5.07
1966,5.1
1966,5.05
1966,4.93
1966,4.86
1966,4.83
1966,4.76
1966,4.78
1966,4.72
1966,4.69
1966,4.66
1966,4.68
1966,4.67
1966,4.71
1966,4.64
1966,4.66
1966,4.64
1967,4.69
1967,4.65
1967,4.63
1967,4.64
1967,4.71
1967,4.69
1967,4.54
1967,4.55
1967,4.51
1967,4.49
1967,4.51
1967,4.53
1967,4.58
1967,4.6
1967,4.6
1967,4.65
1967,4.62
1967,4.5
1967,4.47
1967,4.48
1967,4.52
1967,4.52
1967,4.51
1967,4.52
1967,4.53
1967,4.54
1967,4.54
1967,4.53
1967,4.59
1967,4.64
1967,4.69
1967,4.67
1967,4.68
1967,4.7
1967,4.71
1967,4.74
1967,4.73
1967,4.72
1967,4.72
1967,4.66
1967,4.63
1967,4.62
1967,4.61
1967,4.6
1967,4.61
1967,4.57
1967,4.58
1967,4.56
1967,4.53
1967,4.49
1967,4.45
1967,4.47
1967,4.45
1967,4.51
1967,4.52
1967,4.5
1967,4.52
1967,4.52
1967,4.52
1967,4.5
1967,4.5
1967,4.5
1967,4.49
1967,4.5
1967,4.49
1967,4.48
1967,4.5
1967,4.51
1967,4.51
1967,4.54
1967,4.56
1967,4.61
1967,4.63
1967,4.63
1967,4.63
1967,4.66
1967,4.68
1967,4.71
1967,4.73
1967,4.73
1967,4.78
1967,4.77
1967,4.75
1967,4.75
1967,4.76
1967,4.77
1967,4.83
1967,4.87
1967,4.87
1967,4.84
1967,4.82
1967,4.86
1967,4.87
1967,4.88
1967,4.88
1967,4.89
1967,4.94
1967,4.94
1967,4.93
1967,4.92
1967,4.86
1967,4.84
1967,4.81
1967,4.81
1967,4.82
1967,4.85
1967,4.84
1967,4.84
1967,4.86
1967,4.89
1967,4.94
1967,4.95
1967,5.02
1967,5.02
1967,5.07
1967,5.07
1967,5.14
1967,5.14
1967,5.13
1967,5.14
1967,5.16
1967,5.21
1967,5.18
1967,5.2
1967,5.22
1967,5.22
1967,5.17
1967,5.11
1967,5.15
1967,5.16
1967,5.09
1967,5.06
1967,5.08
1967,5.08
1967,5.09
1967,5.16
1967,5.18
1967,5.2
1967,5.2
1967,5.23
1967,5.23
1967,5.23
1967,5.2
1967,5.18
1967,5.16
1967,5.18
1967,5.21
1967,5.2
1967,5.26
1967,5.3
1967,5.28
1967,5.27
1967,5.28
1967,5.29
1967,5.29
1967,5.29
1967,5.28
1967,5.28
1967,5.28
1967,5.3
1967,5.3
1967,5.31
1967,5.31
1967,5.32
1967,5.29
1967,5.27
1967,5.28
1967,5.27
1967,5.25
1967,5.22
1967,5.2
1967,5.2
1967,5.26
1967,5.28
1967,5.29
1967,5.27
1967,5.28
1967,5.29
1967,5.3
1967,5.35
1967,5.34
1967,5.36
1967,5.36
1967,5.38
1967,5.37
1967,5.37
1967,5.36
1967,5.31
1967,5.35
1967,5.35
1967,5.37
1967,5.37
1967,5.37
1967,5.39
1967,5.42
1967,5.42
1967,5.45
1967,5.47
1967,5.49
1967,5.52
1967,5.53
1967,5.52
1967,5.56
1967,5.56
1967,5.57
1967,5.58
1967,5.57
1967,5.6
1967,5.64
1967,5.7
1967,5.71
1967,5.75
1967,5.77
1967,5.74
1967,5.78
1967,5.83
1967,5.87
1967,5.81
1967,5.78
1967,5.72
1967,5.75
1967,5.85
1967,5.71
1967,5.7
1967,5.78
1967,5.76
1967,5.65
1967,5.67
1967,5.74
1967,5.78
1967,5.76
1967,5.74
1967,5.69
1967,5.71
1967,5.72
1967,5.74
1967,5.75
1967,5.71
1967,5.7
1967,5.71
1967,5.68
1967,5.66
1967,5.62
1967,5.64
1967,5.69
1967,5.64
1967,5.64
1967,5.7
1967,5.7
1968,5.63
1968,5.63
1968,5.51
1968,5.48
1968,5.5
1968,5.52
1968,5.46
1968,5.46
1968,5.43
1968,5.49
1968,5.52
1968,5.48
1968,5.55
1968,5.59
1968,5.61
1968,5.56
1968,5.56
1968,5.52
1968,5.53
1968,5.53
1968,5.53
1968,5.54
1968,5.58
1968,5.58
1968,5.6
1968,5.61
1968,5.59
1968,5.6
1968,5.59
1968,5.55
1968,5.54
1968,5.51
1968,5.5
1968,5.53
1968,5.54
1968,5.54
1968,5.56
1968,5.58
1968,5.58
1968,5.57
1968,5.56
1968,5.56
1968,5.57
1968,5.59
1968,5.61
1968,5.67
1968,5.75
1968,5.75
1968,5.79
1968,5.86
1968,5.95
1968,5.84
1968,5.76
1968,5.77
1968,5.73
1968,5.76
1968,5.74
1968,5.74
1968,5.78
1968,5.78
1968,5.78
1968,5.76
1968,5.64
1968,5.62
1968,5.49
1968,5.52
1968,5.52
1968,5.54
1968,5.53
1968,5.54
1968,5.6
1968,5.62
1968,5.62
1968,5.64
1968,5.76
1968,5.78
1968,5.73
1968,5.72
1968,5.72
1968,5.71
1968,5.73
1968,5.74
1968,5.73
1968,5.76
1968,5.8
1968,5.78
1968,5.79
1968,5.8
1968,5.79
1968,5.79
1968,5.79
1968,5.82
1968,5.85
1968,5.9
1968,5.92
1968,5.96
1968,6.02
1968,6.02
1968,5.98
1968,5.96
1968,5.92
1968,5.94
1968,5.95
1968,5.86
1968,5.79
1968,5.78
1968,5.81
1968,5.83
1968,5.82
1968,5.8
1968,5.79
1968,5.77
1968,5.76
1968,5.72
1968,5.71
1968,5.71
1968,5.67
1968,5.62
1968,5.6
1968,5.61
1968,5.64
1968,5.64
1968,5.65
1968,5.64
1968,5.62
1968,5.58
1968,5.57
1968,5.56
1968,5.53
1968,5.51
1968,5.52
1968,5.52
1968,5.53
1968,5.56
1968,5.57
1968,5.55
1968,5.56
1968,5.53
1968,5.45
1968,5.38
1968,5.39
1968,5.37
1968,5.39
1968,5.41
1968,5.41
1968,5.39
1968,5.38
1968,5.34
1968,5.37
1968,5.38
1968,5.36
1968,5.37
1968,5.39
1968,5.42
1968,5.43
1968,5.43
1968,5.45
1968,5.42
1968,5.43
1968,5.43
1968,5.46
1968,5.5
1968,5.47
1968,5.46
1968,5.46
1968,5.45
1968,5.43
1968,5.42
1968,5.41
1968,5.43
1968,5.46
1968,5.48
1968,5.49
1968,5.51
1968,5.5
1968,5.49
1968,5.48
1968,5.46
1968,5.46
1968,5.42
1968,5.43
1968,5.45
1968,5.45
1968,5.44
1968,5.44
1968,5.45
1968,5.46
1968,5.49
1968,5.49
1968,5.49
1968,5.5
1968,5.52
1968,5.55
1968,5.57
1968,5.6
1968,5.61
1968,5.61
1968,5.62
1968,5.65
1968,5.62
1968,5.58
1968,5.57
1968,5.58
1968,5.58
1968,5.58
1968,5.61
1968,5.6
1968,5.61
1968,5.62
1968,5.63
1968,5.61
1968,5.61
1968,5.63
1968,5.62
1968,5.63
1968,5.65
1968,5.68
1968,5.66
1968,5.66
1968,5.68
1968,5.71
1968,5.74
1968,5.74
1968,5.73
1968,5.74
1968,5.75
1968,5.76
1968,5.76
1968,5.78
1968,5.89
1968,5.96
1968,5.95
1968,5.93
1968,5.91
1968,5.92
1968,5.93
1968,5.93
1968,5.94
1968,5.93
1968,5.96
1968,5.97
1968,6
1968,6.07
1968,6.14
1968,6.23
1968,6.27
1968,6.17
1968,6.2
1968,6.21
1968,6.16
1969,6.04
1969,6.01
1969,6.04
1969,6.14
1969,6.09
1969,6.04
1969,6.03
1969,6.04
1969,6.04
1969,6.02
1969,5.98
1969,5.97
1969,5.95
1969,5.97
1969,6.03
1969,6.02
1969,6.01
1969,6.03
1969,6.05
1969,6.09
1969,6.14
1969,6.19
1969,6.22
1969,6.2
1969,6.19
1969,6.2
1969,6.14
1969,6.14
1969,6.1
1969,6.09
1969,6.11
1969,6.14
1969,6.16
1969,6.2
1969,6.23
1969,6.24
1969,6.22
1969,6.24
1969,6.24
1969,6.27
1969,6.26
1969,6.25
1969,6.24
1969,6.24
1969,6.26
1969,6.27
1969,6.27
1969,6.3
1969,6.31
1969,6.32
1969,6.31
1969,6.35
1969,6.35
1969,6.32
1969,6.31
1969,6.29
1969,6.28
1969,6.3
1969,6.32
1969,6.33
1969,6.3
1969,6.25
1969,6.25
1969,6.26
1969,6.28
1969,6.25
1969,6.19
1969,6.18
1969,6.15
1969,6.06
1969,6.11
1969,6.1
1969,6.13
1969,6.16
1969,6.14
1969,6.12
1969,6.12
1969,6.14
1969,6.15
1969,6.19
1969,6.21
1969,6.2
1969,6.25
1969,6.23
1969,6.19
1969,6.22
1969,6.22
1969,6.2
1969,6.23
1969,6.27
1969,6.25
1969,6.24
1969,6.26
1969,6.31
1969,6.36
1969,6.36
1969,6.36
1969,6.36
1969,6.38
1969,6.44
1969,6.54
1969,6.56
1969,6.56
1969,6.56
1969,6.55
1969,6.56
1969,6.54
1969,6.52
1969,6.59
1969,6.56
1969,6.56
1969,6.54
1969,6.51
1969,6.49
1969,6.52
1969,6.53
1969,6.57
1969,6.59
1969,6.6
1969,6.63
1969,6.63
1969,6.62
1969,6.66
1969,6.73
1969,6.75
1969,6.77
1969,6.75
1969,6.76
1969,6.79
1969,6.82
1969,6.78
1969,6.64
1969,6.69
1969,6.72
1969,6.67
1969,6.69
1969,6.7
1969,6.66
1969,6.68
1969,6.7
1969,6.71
1969,6.73
1969,6.72
1969,6.72
1969,6.66
1969,6.66
1969,6.63
1969,6.6
1969,6.62
1969,6.63
1969,6.64
1969,6.69
1969,6.7
1969,6.7
1969,6.68
1969,6.68
1969,6.66
1969,6.65
1969,6.66
1969,6.68
1969,6.71
1969,6.72
1969,6.76
1969,6.79
1969,6.83
1969,6.83
1969,6.87
1969,6.94
1969,6.96
1969,6.99
1969,7.03
1969,7.04
1969,7.02
1969,7.05
1969,7.08
1969,7.09
1969,7.14
1969,7.14
1969,7.27
1969,7.28
1969,7.26
1969,7.26
1969,7.27
1969,7.3
1969,7.4
1969,7.45
1969,7.51
1969,7.52
1969,7.45
1969,7.38
1969,7.35
1969,7.31
1969,7.29
1969,7.3
1969,7.22
1969,7.1
1969,7.12
1969,7.04
1969,6.99
1969,6.83
1969,6.77
1969,6.8
1969,6.9
1969,6.9
1969,6.93
1969,7
1969,7
1969,6.96
1969,6.94
1969,6.9
1969,6.97
1969,7.01
1969,6.99
1969,6.99
1969,7.06
1969,7.12
1969,7.08
1969,7.13
1969,7.22
1969,7.25
1969,7.31
1969,7.28
1969,7.27
1969,7.28
1969,7.3
1969,7.29
1969,7.29
1969,7.35
1969,7.39
1969,7.35
1969,7.35
1969,7.4
1969,7.5
1969,7.59
1969,7.62
1969,7.6
1969,7.63
1969,7.72
1969,7.76
1969,7.81
1969,7.79
1969,7.76
1969,7.82
1969,7.89
1969,7.87
1969,8.05
1969,7.97
1969,7.88
1970,7.86
1970,7.88
1970,7.96
1970,7.99
1970,7.96
1970,7.86
1970,7.82
1970,7.81
1970,7.86
1970,7.85
1970,7.75
1970,7.69
1970,7.72
1970,7.69
1970,7.67
1970,7.69
