Year, value
1970,7.71
1970,7.7
1970,7.7
1970,7.77
1970,7.75
1970,7.65
1970,7.58
1970,7.5
1970,7.45
1970,7.36
1970,7.28
1970,7.32
1970,7.33
1970,7.15
1970,7.17
1970,7.15
1970,7.12
1970,7.09
1970,7.12
1970,7.14
1970,7.04
1970,6.94
1970,6.9
1970,6.95
1970,6.99
1970,6.97
1970,6.98
1970,6.96
1970,6.99
1970,7.04
1970,7.11
1970,7.16
1970,7.23
1970,7.24
1970,7.36
1970,7.28
1970,7.07
1970,7.06
1970,7.05
1970,7.02
1970,6.96
1970,6.98
1970,7.05
1970,7.08
1970,7.04
1970,7.08
1970,7.14
1970,7.17
1970,7.18
1970,7.17
1970,7.18
1970,7.17
1970,7.2
1970,7.22
1970,7.27
1970,7.34
1970,7.4
1970,7.44
1970,7.5
1970,7.61
1970,7.64
1970,7.72
1970,7.74
1970,7.79
1970,7.78
1970,7.82
1970,7.85
1970,7.94
1970,7.92
1970,7.86
1970,7.82
1970,7.78
1970,7.82
1970,7.84
1970,7.85
1970,7.86
1970,7.83
1970,7.8
1970,7.8
1970,7.85
1970,7.9
1970,7.99
1970,8.15
1970,8.22
1970,8.02
1970,7.98
1970,7.95
1970,7.84
1970,7.78
1970,7.76
1970,7.8
1970,7.88
1970,7.89
1970,7.88
1970,7.87
1970,7.92
1970,7.98
1970,7.98
1970,7.87
1970,7.9
1970,7.9
1970,7.9
1970,7.86
1970,7.79
1970,7.74
1970,7.76
1970,7.78
1970,7.76
1970,7.68
1970,7.64
1970,7.55
1970,7.49
1970,7.46
1970,7.49
1970,7.49
1970,7.54
1970,7.55
1970,7.53
1970,7.49
1970,7.46
1970,7.45
1970,7.46
1970,7.45
1970,7.43
1970,7.32
1970,7.34
1970,7.36
1970,7.41
1970,7.39
1970,7.38
1970,7.38
1970,7.39
1970,7.4
1970,7.42
1970,7.43
1970,7.45
1970,7.5
1970,7.54
1970,7.56
1970,7.58
1970,7.67
1970,7.71
1970,7.68
1970,7.65
1970,7.64
1970,7.6
1970,7.48
1970,7.46
1970,7.45
1970,7.48
1970,7.49
1970,7.49
1970,7.47
1970,7.48
1970,7.48
1970,7.47
1970,7.5
1970,7.54
1970,7.52
1970,7.5
1970,7.48
1970,7.46
1970,7.4
1970,7.32
1970,7.31
1970,7.29
1970,7.28
1970,7.24
1970,7.26
1970,7.28
1970,7.31
1970,7.3
1970,7.29
1970,7.29
1970,7.26
1970,7.26
1970,7.24
1970,7.23
1970,7.25
1970,7.25
1970,7.25
1970,7.3
1970,7.3
1970,7.31
1970,7.35
1970,7.37
1970,7.42
1970,7.46
1970,7.44
1970,7.44
1970,7.42
1970,7.38
1970,7.31
1970,7.33
1970,7.24
1970,7.23
1970,7.2
1970,7.15
1970,7.06
1970,7.06
1970,7.03
1970,7
1970,6.96
1970,6.93
1970,6.86
1970,6.72
1970,6.48
1970,6.32
1970,6.45
1970,6.48
1970,6.48
1970,6.49
1970,6.48
1970,6.41
1970,6.31
1970,6.21
1970,6.27
1970,6.29
1970,6.34
1970,6.34
1970,6.31
1970,6.26
1970,6.29
1970,6.29
1970,6.3
1970,6.33
1970,6.45
1970,6.52
1970,6.57
1970,6.53
1970,6.54
1970,6.56
1970,6.51
1970,6.5
1971,6.46
1971,6.47
1971,6.47
1971,6.45
1971,6.44
1971,6.39
1971,6.35
1971,6.29
1971,6.22
1971,6.22
1971,6.16
1971,6.17
1971,6.15
1971,6.09
1971,6.06
1971,6.05
1971,6.07
1971,6.09
1971,6.08
1971,6.09
1971,6.09
1971,6.11
1971,6.11
1971,6.1
1971,6.1
1971,6.09
1971,6.07
1971,6.08
1971,6.08
1971,6.11
1971,6.11
1971,6.11
1971,6.12
1971,6.15
1971,6.18
1971,6.16
1971,6.11
1971,6.14
1971,6.12
1971,6.09
1971,6.05
1971,6.05
1971,6.03
1971,5.99
1971,5.9
1971,5.8
1971,5.69
1971,5.72
1971,5.7
1971,5.68
1971,5.61
1971,5.55
1971,5.51
1971,5.42
1971,5.38
1971,5.41
1971,5.43
1971,5.48
1971,5.54
1971,5.5
1971,5.53
1971,5.58
1971,5.6
1971,5.63
1971,5.6
1971,5.58
1971,5.62
1971,5.73
1971,5.72
1971,5.77
1971,5.8
1971,5.82
1971,5.88
1971,5.97
1971,6.04
1971,6.02
1971,6.01
1971,6
1971,6
1971,5.99
1971,6.07
1971,6.08
1971,6.15
1971,6.25
1971,6.26
1971,6.28
1971,6.25
1971,6.22
1971,6.26
1971,6.35
1971,6.47
1971,6.49
1971,6.57
1971,6.65
1971,6.6
1971,6.49
1971,6.53
1971,6.49
1971,6.44
1971,6.37
1971,6.35
1971,6.38
1971,6.36
1971,6.24
1971,6.19
1971,6.26
1971,6.34
1971,6.38
1971,6.44
1971,6.48
1971,6.5
1971,6.63
1971,6.73
1971,6.68
1971,6.68
1971,6.58
1971,6.53
1971,6.62
1971,6.61
1971,6.61
1971,6.62
1971,6.64
1971,6.67
1971,6.7
1971,6.69
1971,6.69
1971,6.68
1971,6.66
1971,6.67
1971,6.68
1971,6.6
1971,6.61
1971,6.6
1971,6.59
1971,6.66
1971,6.71
1971,6.7
1971,6.7
1971,6.79
1971,6.84
1971,6.86
1971,6.91
1971,6.95
1971,6.88
1971,6.85
1971,6.86
1971,6.91
1971,6.89
1971,6.86
1971,6.86
1971,6.88
1971,6.89
1971,6.86
1971,6.8
1971,6.68
1971,6.41
1971,6.3
1971,6.35
1971,6.34
1971,6.37
1971,6.48
1971,6.38
1971,6.4
1971,6.37
1971,6.33
1971,6.32
1971,6.28
1971,6.22
1971,6.17
1971,6.12
1971,6.07
1971,6.08
1971,6.13
1971,6.12
1971,6.2
1971,6.18
1971,6.17
1971,6.14
1971,6.13
1971,6.15
1971,6.17
1971,6.19
1971,6.2
1971,6.16
1971,6.13
1971,6.12
1971,6.08
1971,6
1971,6
1971,5.98
1971,6.01
1971,5.98
1971,5.97
1971,5.94
1971,5.88
1971,5.86
1971,5.88
1971,5.9
1971,5.95
1971,5.96
1971,5.92
1971,5.88
1971,5.9
1971,5.89
1971,5.92
1971,5.9
1971,5.87
1971,5.8
1971,5.72
1971,5.72
1971,5.72
1971,5.77
1971,5.77
1971,5.82
1971,5.79
1971,5.77
1971,5.77
1971,5.76
1971,5.75
1971,5.77
1971,5.79
1971,5.82
1971,5.89
1971,5.95
1971,5.94
1971,5.95
1971,5.93
1971,5.92
1971,5.9
1971,5.88
1971,5.88
1971,5.92
1971,5.92
1971,5.94
1971,5.93
1971,5.9
1971,5.94
1971,5.96
1971,5.95
1971,5.93
1971,5.97
1971,6
1971,6.01
1971,5.97
1971,5.91
1971,5.86
1971,5.9
1971,5.9
1971,5.89
1972,5.94
1972,5.93
1972,5.91
1972,5.9
1972,5.88
1972,5.86
1972,5.88
1972,5.88
1972,5.86
1972,5.85
1972,5.89
1972,5.92
1972,5.96
1972,5.98
1972,5.99
1972,6.02
1972,6.02
1972,6.01
1972,6.05
1972,6.08
1972,6.09
1972,6.09
1972,6.08
1972,6.08
1972,6.08
1972,6.09
1972,6.11
1972,6.12
1972,6.11
1972,6.12
1972,6.1
1972,6.1
1972,6.08
1972,6.06
1972,6.06
1972,6.06
1972,6.07
1972,6.07
1972,6.06
1972,6.04
1972,6.04
1972,6.04
1972,6.03
1972,6.02
1972,6.01
1972,6.02
1972,6.02
1972,6.02
1972,6.03
1972,6.07
1972,6.06
1972,6.11
1972,6.08
1972,6.08
1972,6.09
1972,6.08
1972,6.08
1972,6.1
1972,6.12
1972,6.1
1972,6.11
1972,6.12
1972,6.12
1972,6.14
1972,6.18
1972,6.18
1972,6.18
1972,6.18
1972,6.17
1972,6.18
1972,6.21
1972,6.25
1972,6.25
1972,6.24
1972,6.24
1972,6.22
1972,6.21
1972,6.2
1972,6.21
1972,6.21
1972,6.19
1972,6.11
1972,6.14
1972,6.14
1972,6.16
1972,6.17
1972,6.17
1972,6.17
1972,6.17
1972,6.2
1972,6.19
1972,6.19
1972,6.16
1972,6.16
1972,6.16
1972,6.15
1972,6.13
1972,6.1
1972,6.07
1972,6.05
1972,6.06
1972,6.04
1972,6.04
1972,6.05
1972,6.05
1972,6.07
1972,6.09
1972,6.1
1972,6.13
1972,6.12
1972,6.12
1972,6.11
1972,6.1
1972,6.1
1972,6.1
1972,6.1
1972,6.1
1972,6.08
1972,6.08
1972,6.09
1972,6.11
1972,6.1
1972,6.12
1972,6.12
1972,6.12
1972,6.14
1972,6.15
1972,6.14
1972,6.13
1972,6.13
1972,6.13
1972,6.13
1972,6.13
1972,6.12
1972,6.11
1972,6.1
1972,6.11
1972,6.11
1972,6.09
1972,6.09
1972,6.1
1972,6.1
1972,6.09
1972,6.08
1972,6.13
1972,6.12
1972,6.12
1972,6.14
1972,6.14
1972,6.15
1972,6.16
1972,6.16
1972,6.15
1972,6.14
1972,6.14
1972,6.14
1972,6.16
1972,6.17
1972,6.18
1972,6.2
1972,6.21
1972,6.21
1972,6.2
1972,6.22
1972,6.23
1972,6.26
1972,6.3
1972,6.34
1972,6.42
1972,6.42
1972,6.43
1972,6.46
1972,6.49
1972,6.52
1972,6.56
1972,6.54
1972,6.54
1972,6.54
1972,6.57
1972,6.56
1972,6.55
1972,6.55
1972,6.56
1972,6.59
1972,6.62
1972,6.62
1972,6.6
1972,6.59
1972,6.56
1972,6.54
1972,6.54
1972,6.54
1972,6.53
1972,6.53
1972,6.52
1972,6.48
1972,6.47
1972,6.5
1972,6.5
1972,6.49
1972,6.49
1972,6.49
1972,6.48
1972,6.47
1972,6.45
1972,6.44
1972,6.42
1972,6.42
1972,6.42
1972,6.41
1972,6.39
1972,6.34
1972,6.3
1972,6.27
1972,6.3
1972,6.3
1972,6.3
1972,6.27
1972,6.26
1972,6.23
1972,6.24
1972,6.24
1972,6.23
1972,6.26
1972,6.27
1972,6.27
1972,6.3
1972,6.29
1972,6.27
1972,6.28
1972,6.29
1972,6.3
1972,6.31
1972,6.31
1972,6.31
1972,6.32
1972,6.34
1972,6.35
1972,6.35
1972,6.35
1972,6.35
1972,6.38
1972,6.4
1972,6.4
1972,6.4
1972,6.4
1972,6.39
1972,6.4
1972,6.41
1972,6.41
1973,6.43
1973,6.42
1973,6.4
1973,6.42
1973,6.43
1973,6.42
1973,6.43
1973,6.43
1973,6.44
1973,6.44
1973,6.44
1973,6.45
1973,6.46
1973,6.49
1973,6.5
1973,6.48
1973,6.49
1973,6.51
1973,6.53
1973,6.55
1973,6.52
1973,6.54
1973,6.6
1973,6.64
1973,6.64
1973,6.64
1973,6.64
1973,6.66
1973,6.63
1973,6.61
1973,6.62
1973,6.62
1973,6.63
1973,6.66
1973,6.66
1973,6.65
1973,6.61
1973,6.65
1973,6.64
1973,6.64
1973,6.65
1973,6.67
1973,6.68
1973,6.68
1973,6.66
1973,6.67
1973,6.68
1973,6.68
1973,6.7
1973,6.71
1973,6.73
1973,6.77
1973,6.75
1973,6.76
1973,6.76
1973,6.76
1973,6.76
1973,6.73
1973,6.72
1973,6.67
1973,6.68
1973,6.73
1973,6.74
1973,6.73
1973,6.7
1973,6.68
1973,6.64
1973,6.62
1973,6.64
1973,6.65
1973,6.66
1973,6.63
1973,6.62
1973,6.64
1973,6.64
1973,6.66
1973,6.73
1973,6.66
1973,6.66
1973,6.68
1973,6.69
1973,6.7
1973,6.72
1973,6.76
1973,6.77
1973,6.79
1973,6.81
1973,6.8
1973,6.8
1973,6.81
1973,6.82
1973,6.83
1973,6.86
1973,6.84
1973,6.85
1973,6.86
1973,6.89
1973,6.9
1973,6.92
1973,6.91
1973,6.91
1973,6.93
1973,6.93
1973,6.93
1973,6.96
1973,6.98
1973,6.95
1973,6.89
1973,6.89
1973,6.87
1973,6.87
1973,6.86
1973,6.85
1973,6.85
1973,6.86
1973,6.87
1973,6.87
1973,6.89
1973,6.89
1973,6.91
1973,6.93
1973,6.93
1973,6.92
1973,6.92
1973,6.94
1973,7.01
1973,7.01
1973,7.01
1973,7.03
1973,7.05
1973,7.05
1973,7.05
1973,7.04
1973,7.05
1973,7.06
1973,7.06
1973,7.07
1973,7.11
1973,7.17
1973,7.17
1973,7.19
1973,7.19
1973,7.28
1973,7.35
1973,7.37
1973,7.43
1973,7.55
1973,7.52
1973,7.53
1973,7.54
1973,7.58
1973,7.52
1973,7.54
1973,7.52
1973,7.47
1973,7.46
1973,7.45
1973,7.37
1973,7.28
1973,7.38
1973,7.36
1973,7.39
1973,7.31
1973,7.23
1973,7.26
1973,7.29
1973,7.26
1973,7.25
1973,7.25
1973,7.21
1973,7.11
1973,7.1
1973,7.11
1973,7.16
1973,7.19
1973,7.2
1973,7.21
1973,7.21
1973,7.16
1973,7.08
1973,7.1
1973,7.09
1973,7.02
1973,7
1973,6.96
1973,6.97
1973,6.94
1973,6.9
1973,6.91
1973,6.89
1973,6.9
1973,6.88
1973,6.86
1973,6.78
1973,6.77
1973,6.78
1973,6.75
1973,6.77
1973,6.81
1973,6.82
1973,6.81
1973,6.8
1973,6.8
1973,6.75
1973,6.73
1973,6.72
1973,6.72
1973,6.72
1973,6.71
1973,6.71
1973,6.72
1973,6.74
1973,6.76
1973,6.77
1973,6.76
1973,6.76
1973,6.76
1973,6.79
1973,6.76
1973,6.72
1973,6.71
1973,6.72
1973,6.71
1973,6.7
1973,6.69
1973,6.7
1973,6.7
1973,6.7
1973,6.69
1973,6.69
1973,6.69
1973,6.72
1973,6.75
1973,6.74
1973,6.71
1973,6.69
1973,6.69
1973,6.68
1973,6.68
1973,6.67
1973,6.68
1973,6.71
1973,6.73
1973,6.78
1973,6.83
1973,6.88
1973,6.91
1973,6.9
1974,6.94
1974,6.96
1974,6.94
1974,6.96
1974,6.96
1974,6.96
1974,7
1974,7.01
1974,7.01
1974,6.99
1974,6.99
1974,6.97
1974,6.98
1974,6.99
1974,7
1974,7.01
1974,7.02
1974,7.02
1974,7.01
1974,7.02
1974,7.01
1974,7
1974,7
1974,6.98
1974,6.95
1974,6.93
1974,6.93
1974,6.93
1974,6.93
1974,6.93
1974,6.93
1974,6.93
1974,6.93
1974,6.96
1974,6.98
1974,6.97
1974,6.96
1974,6.98
1974,7
1974,7.01
1974,7.08
1974,7.09
1974,7.1
1974,7.09
1974,7.06
1974,7.06
1974,7.08
1974,7.09
1974,7.13
1974,7.13
1974,7.18
1974,7.23
1974,7.24
1974,7.27
1974,7.3
1974,7.35
1974,7.39
1974,7.38
1974,7.35
1974,7.38
1974,7.41
1974,7.42
1974,7.43
1974,7.43
1974,7.51
1974,7.54
1974,7.5
1974,7.49
1974,7.46
1974,7.45
1974,7.42
1974,7.43
1974,7.45
1974,7.5
1974,7.51
1974,7.52
1974,7.54
1974,7.58
1974,7.63
1974,7.64
1974,7.65
1974,7.66
1974,7.62
1974,7.58
1974,7.65
1974,7.65
1974,7.65
1974,7.65
1974,7.7
1974,7.63
1974,7.54
1974,7.57
1974,7.55
1974,7.54
1974,7.57
1974,7.58
1974,7.57
1974,7.56
1974,7.52
1974,7.49
1974,7.5
1974,7.52
1974,7.51
1974,7.52
1974,7.53
1974,7.52
1974,7.52
1974,7.5
1974,7.46
1974,7.47
1974,7.48
1974,7.5
1974,7.5
1974,7.5
1974,7.49
1974,7.52
1974,7.52
1974,7.55
1974,7.55
1974,7.58
1974,7.62
1974,7.62
1974,7.64
1974,7.64
1974,7.65
1974,7.65
1974,7.7
1974,7.71
1974,7.77
1974,7.81
1974,7.82
1974,7.84
1974,7.85
1974,7.86
1974,7.88
1974,7.91
1974,7.9
1974,7.87
1974,7.77
1974,7.79
1974,7.76
1974,7.75
1974,7.79
1974,7.85
1974,7.89
1974,7.89
1974,7.92
1974,7.96
1974,7.99
1974,7.97
1974,7.97
1974,7.97
1974,8.03
1974,8.05
1974,8.06
1974,8.05
1974,8.02
1974,8
1974,7.98
1974,7.99
1974,8.05
1974,8.09
1974,8.15
1974,8.16
1974,8.15
1974,8.15
1974,8.15
1974,8.11
1974,8.11
1974,8.12
1974,8.1
1974,8.09
1974,8.02
1974,8.04
1974,8.05
1974,8.13
1974,8.13
1974,8.1
1974,8.09
1974,8.08
1974,8.04
1974,8.02
1974,7.91
1974,7.94
1974,7.94
1974,7.96
1974,7.94
1974,7.94
1974,7.97
1974,7.98
1974,8.04
1974,8.02
1974,8.01
1974,7.95
1974,7.95
1974,7.93
1974,7.88
1974,7.87
1974,7.87
1974,7.88
1974,7.86
1974,7.81
1974,7.81
1974,7.85
1974,7.87
1974,7.86
1974,7.88
1974,7.84
1974,7.81
1974,7.79
1974,7.8
1974,7.8
1974,7.76
1974,7.74
1974,7.72
1974,7.78
1974,7.75
1974,7.72
1974,7.61
1974,7.63
1974,7.63
1974,7.59
1974,7.6
1974,7.6
1974,7.62
1974,7.63
1974,7.64
1974,7.64
1974,7.71
1974,7.74
1974,7.68
1974,7.64
1974,7.59
1974,7.4
1974,7.42
1974,7.38
1974,7.39
1974,7.38
1974,7.34
1974,7.28
1974,7.25
1974,7.25
1974,7.27
1974,7.41
1974,7.43
1974,7.37
1974,7.39
1974,7.39
1974,7.4
1975,7.42
1975,7.43
1975,7.39
1975,7.38
1975,7.39
1975,7.35
1975,7.37
1975,7.46
1975,7.49
1975,7.54
1975,7.54
1975,7.53
1975,7.59
1975,7.55
1975,7.51
1975,7.57
1975,7.64
1975,7.61
1975,7.61
1975,7.59
1975,7.54
1975,7.53
1975,7.49
1975,7.47
1975,7.35
1975,7.43
1975,7.38
1975,7.45
1975,7.42
1975,7.44
1975,7.35
1975,7.28
1975,7.26
1975,7.3
1975,7.22
1975,7.36
1975,7.43
1975,7.5
1975,7.47
1975,7.46
1975,7.5
1975,7.53
1975,7.48
1975,7.49
1975,7.52
1975,7.56
1975,7.58
1975,7.58
1975,7.56
1975,7.58
1975,7.7
1975,7.7
1975,7.8
1975,7.95
1975,7.84
1975,8.05
1975,8.03
1975,8.02
1975,8.08
1975,8.01
1975,8.08
1975,8.22
1975,8.13
1975,8.15
1975,8.26
1975,8.21
1975,8.17
1975,8.19
1975,8.22
1975,8.16
1975,8.16
1975,8.15
1975,8.21
1975,8.27
1975,8.32
1975,8.32
1975,8.27
1975,8.25
1975,8.25
1975,8.35
1975,8.34
1975,8.31
1975,8.31
1975,8.11
1975,8.08
1975,8.11
1975,8.07
1975,8.09
1975,8.08
1975,8.07
1975,8.06
1975,8.02
1975,8.02
1975,8.01
1975,8
1975,7.98
1975,7.98
1975,8.02
1975,8.02
1975,7.98
1975,8.02
1975,8.18
1975,8.04
1975,8.02
1975,8
1975,7.99
1975,7.97
1975,7.88
1975,7.78
1975,7.77
1975,7.65
1975,7.67
1975,7.69
1975,7.66
1975,7.72
1975,7.83
1975,7.8
1975,7.94
1975,7.9
1975,7.9
1975,8.02
1975,7.98
1975,7.95
1975,7.96
1975,7.97
1975,8.05
1975,8.05
1975,8.06
1975,8.01
1975,8.02
1975,8.02
1975,7.99
1975,7.99
1975,7.98
1975,8.03
1975,8.04
1975,8.06
1975,8.07
1975,8.1
1975,8.09
1975,8.09
1975,8.12
1975,8.12
1975,8.13
1975,8.16
1975,8.2
1975,8.26
1975,8.37
1975,8.37
1975,8.4
1975,8.48
1975,8.4
1975,8.38
1975,8.4
1975,8.39
1975,8.45
1975,8.48
1975,8.46
1975,8.42
1975,8.42
1975,8.48
1975,8.46
1975,8.46
1975,8.4
1975,8.37
1975,8.28
1975,8.22
1975,8.26
1975,8.29
1975,8.29
1975,8.35
1975,8.36
1975,8.4
1975,8.46
1975,8.55
1975,8.57
1975,8.58
1975,8.59
1975,8.53
1975,8.5
1975,8.42
1975,8.38
1975,8.35
1975,8.31
1975,8.38
1975,8.45
1975,8.46
1975,8.48
1975,8.47
1975,8.44
1975,8.33
1975,8.3
1975,8.33
1975,8.3
1975,8.23
1975,8.15
1975,8.19
1975,8.19
1975,8.07
1975,8.07
1975,8.07
1975,8.05
1975,8.05
1975,7.99
1975,8
1975,8
1975,7.99
1975,7.98
1975,7.92
1975,7.91
1975,7.97
1975,7.91
1975,7.94
1975,7.91
1975,7.9
1975,7.95
1975,7.97
1975,8.06
1975,8.08
1975,8.13
1975,8.14
1975,8.12
1975,8.21
1975,8.16
1975,8.16
1975,8.15
1975,8.14
1975,8.12
1975,8.1
1975,8.1
1975,8.15
1975,8.13
1975,8.19
1975,8.23
1975,8.23
1975,8.16
1975,8.12
1975,8.06
1975,8
1975,7.95
1975,7.96
1975,7.88
1975,7.87
1975,7.87
1975,7.82
1975,7.75
1975,7.75
1975,7.73
1975,7.76
1976,7.77
1976,7.74
1976,7.64
1976,7.69
1976,7.74
1976,7.64
1976,7.63
1976,7.64
1976,7.71
1976,7.73
1976,7.79
1976,7.76
1976,7.71
1976,7.78
1976,7.8
1976,7.78
1976,7.79
1976,7.8
1976,7.83
1976,7.82
1976,7.8
1976,7.8
1976,7.82
1976,7.85
1976,7.83
1976,7.88
1976,7.86
1976,7.88
1976,7.85
1976,7.82
1976,7.78
1976,7.79
1976,7.8
1976,7.77
1976,7.72
1976,7.69
1976,7.68
1976,7.68
1976,7.77
1976,7.86
1976,7.82
1976,7.82
1976,7.85
1976,7.8
1976,7.76
1976,7.78
1976,7.76
1976,7.77
1976,7.71
1976,7.74
1976,7.76
1976,7.76
1976,7.73
1976,7.74
1976,7.68
1976,7.67
1976,7.65
1976,7.64
1976,7.64
1976,7.64
1976,7.65
1976,7.66
1976,7.68
1976,7.67
1976,7.62
1976,7.59
1976,7.56
1976,7.55
1976,7.52
1976,7.52
1976,7.5
1976,7.47
1976,7.47
1976,7.51
1976,7.5
1976,7.47
1976,7.52
1976,7.59
1976,7.61
1976,7.62
1976,7.6
1976,7.61
1976,7.67
1976,7.69
1976,7.66
1976,7.68
1976,7.78
1976,7.87
1976,7.92
1976,7.92
1976,7.94
1976,7.92
1976,7.93
1976,7.94
1976,7.94
1976,7.94
1976,7.95
1976,8
1976,7.98
1976,7.94
1976,7.95
1976,7.99
1976,7.96
1976,7.94
1976,7.94
1976,7.92
1976,7.89
1976,7.88
1976,7.9
1976,7.9
1976,7.86
1976,7.86
1976,7.84
1976,7.85
1976,7.87
1976,7.85
1976,7.81
1976,7.8
1976,7.81
1976,7.81
1976,7.81
1976,7.83
1976,7.86
1976,7.86
1976,7.86
1976,7.88
1976,7.84
1976,7.82
1976,7.84
1976,7.82
1976,7.78
1976,7.76
1976,7.77
1976,7.79
1976,7.77
1976,7.83
1976,7.86
1976,7.87
1976,7.86
1976,7.86
1976,7.84
1976,7.87
1976,7.85
1976,7.85
1976,7.85
1976,7.86
1976,7.85
1976,7.82
1976,7.81
1976,7.82
1976,7.84
1976,7.84
1976,7.84
1976,7.82
1976,7.81
1976,7.78
1976,7.74
1976,7.75
1976,7.76
1976,7.76
1976,7.76
1976,7.73
1976,7.72
1976,7.69
1976,7.68
1976,7.72
1976,7.71
1976,7.66
1976,7.64
1976,7.67
1976,7.65
1976,7.64
1976,7.64
1976,7.66
1976,7.64
1976,7.64
1976,7.64
1976,7.62
1976,7.6
1976,7.49
1976,7.52
1976,7.51
1976,7.53
1976,7.54
1976,7.58
1976,7.6
1976,7.56
1976,7.56
1976,7.55
1976,7.49
1976,7.46
1976,7.47
1976,7.44
1976,7.43
1976,7.38
1976,7.35
1976,7.35
1976,7.34
1976,7.31
1976,7.31
1976,7.35
1976,7.38
1976,7.39
1976,7.48
1976,7.53
1976,7.48
1976,7.45
1976,7.41
1976,7.42
1976,7.38
1976,7.44
1976,7.38
1976,7.41
1976,7.46
1976,7.46
1976,7.45
1976,7.43
1976,7.41
1976,7.33
1976,7.32
1976,7.33
1976,7.24
1976,7.17
1976,7.16
1976,7.14
1976,6.99
1976,7.02
1976,7.01
1976,6.97
1976,6.92
1976,6.86
1976,6.87
1976,6.88
1976,6.91
1976,6.92
1976,6.82
1976,6.9
1976,6.89
1976,6.88
1976,6.88
1976,6.88
1976,6.84
1976,6.85
1976,6.86
1976,6.84
1976,6.84
1976,6.86
1976,6.84
1976,6.8
1976,6.81
1977,6.84
1977,6.9
1977,6.88
1977,6.93
1977,7.07
1977,7.2
1977,7.28
1977,7.26
1977,7.18
1977,7.28
1977,7.28
1977,7.34
1977,7.28
1977,7.26
1977,7.28
1977,7.34
1977,7.32
1977,7.33
1977,7.43
1977,7.4
1977,7.4
1977,7.41
1977,7.47
1977,7.46
1977,7.28
1977,7.34
1977,7.35
1977,7.34
1977,7.34
1977,7.36
1977,7.38
1977,7.36
1977,7.34
1977,7.26
1977,7.41
1977,7.42
1977,7.48
1977,7.5
1977,7.48
1977,7.45
1977,7.49
1977,7.45
1977,7.43
1977,7.48
1977,7.5
1977,7.52
1977,7.5
1977,7.49
1977,7.44
1977,7.45
1977,7.44
1977,7.44
1977,7.47
1977,7.44
1977,7.43
1977,7.43
1977,7.44
1977,7.46
1977,7.48
1977,7.47
1977,7.47
1977,7.44
1977,7.42
1977,7.43
1977,7.44
1977,7.47
1977,7.46
1977,7.43
1977,7.39
1977,7.39
1977,7.36
1977,7.22
1977,7.25
1977,7.25
1977,7.3
1977,7.32
1977,7.33
1977,7.36
1977,7.4
1977,7.38
1977,7.38
1977,7.4
1977,7.45
1977,7.45
1977,7.44
1977,7.45
1977,7.47
1977,7.5
1977,7.5
1977,7.52
1977,7.52
1977,7.5
1977,7.48
1977,7.46
1977,7.45
1977,7.43
1977,7.49
1977,7.49
1977,7.46
1977,7.41
1977,7.39
1977,7.42
1977,7.38
1977,7.38
1977,7.38
1977,7.39
1977,7.36
1977,7.37
1977,7.36
1977,7.36
1977,7.35
1977,7.3
1977,7.27
1977,7.22
1977,7.23
1977,7.24
1977,7.24
1977,7.27
1977,7.26
1977,7.25
1977,7.26
1977,7.2
1977,7.2
1977,7.16
1977,7.19
1977,7.2
1977,7.34
1977,7.35
1977,7.37
1977,7.29
1977,7.31
1977,7.33
1977,7.32
1977,7.28
1977,7.31
1977,7.34
1977,7.33
1977,7.32
1977,7.32
1977,7.31
1977,7.28
1977,7.28
1977,7.36
1977,7.41
1977,7.42
1977,7.43
1977,7.44
1977,7.42
1977,7.43
1977,7.42
1977,7.41
1977,7.45
1977,7.46
1977,7.47
1977,7.48
1977,7.48
1977,7.48
1977,7.44
1977,7.42
1977,7.4
1977,7.39
1977,7.36
1977,7.35
1977,7.32
1977,7.27
1977,7.25
1977,7.27
1977,7.28
1977,7.3
1977,7.24
1977,7.24
1977,7.26
1977,7.28
1977,7.36
1977,7.38
1977,7.37
1977,7.34
1977,7.33
1977,7.32
1977,7.32
1977,7.36
1977,7.36
1977,7.39
1977,7.39
1977,7.42
1977,7.38
1977,7.38
1977,7.39
1977,7.41
1977,7.41
1977,7.4
1977,7.4
1977,7.44
1977,7.48
1977,7.54
1977,7.54
1977,7.54
1977,7.54
1977,7.55
1977,7.55
1977,7.54
1977,7.54
1977,7.55
1977,7.56
1977,7.58
1977,7.57
1977,7.56
1977,7.56
1977,7.62
1977,7.63
1977,7.69
1977,7.68
1977,7.64
1977,7.62
1977,7.6
1977,7.59
1977,7.56
1977,7.56
1977,7.55
1977,7.54
1977,7.54
1977,7.56
1977,7.54
1977,7.52
1977,7.52
1977,7.53
1977,7.55
1977,7.55
1977,7.58
1977,7.59
1977,7.6
1977,7.63
1977,7.63
1977,7.64
1977,7.63
1977,7.64
1977,7.65
1977,7.66
1977,7.67
1977,7.67
1977,7.69
1977,7.74
1977,7.72
1977,7.75
1977,7.75
1977,7.77
1977,7.78
1977,7.82
1977,7.78
1978,7.83
1978,7.82
1978,7.83
1978,7.85
1978,8.01
1978,8.02
1978,8.03
1978,8.02
1978,7.98
1978,7.98
1978,7.98
1978,7.98
1978,7.97
1978,7.97
1978,7.97
1978,7.99
1978,8
1978,7.98
1978,7.97
1978,7.96
1978,7.94
1978,7.96
1978,7.96
1978,7.97
1978,7.99
1978,7.99
1978,8
