Date,AORD_monthly_adj_closed,10Y_Bond_Yields,3M_Bond_Yields,3M_10Y_Treasury_Spread,Unemployment_Rate,Recession,Recession_within_6M,Recession_within_12M,Recession_within_24M
5/01/1990,1512.099976,13.51,15.05,-1.54,6.504579,1,1,1,0
4/01/1990,1454.5,13.78,15.14,-1.36,6.279584,1,1,1,0
3/01/1990,1535.800049,13.44,15.84,-2.4,6.1853,1,1,1,0
2/01/1990,1575.199951,13.3,16.2,-2.9,6.391909,1,1,1,0
1/01/1990,1677,12.8,17.33,-4.53,6.113124,1,1,1,1
12/01/1989,1649,12.9,17.89,-4.99,5.847919,1,1,1,1
11/01/1989,1611.599976,13.1,18.25,-5.15,5.786876,1,1,1,1
10/01/1989,1646.199951,13.55,18.36,-4.81,5.92415,1,1,1,1
9/01/1989,1735.800049,13.65,18.12,-4.47,6.031386,1,1,1,1
8/01/1989,1763.199951,12.95,17.96,-5.01,5.944539,1,1,1,1
7/01/1989,1634.199951,13.35,18.06,-4.71,6.047648,1,1,1,1
6/01/1989,1521.099976,13.5,18.37,-4.87,6.012568,0,1,1,1
5/01/1989,1529.900024,13.9,17.52,-3.62,6.279969,0,1,1,1
4/01/1989,1500.199951,13.4,17.46,-4.06,6.200628,0,1,1,1
3/01/1989,1459.599976,13.65,17.25,-3.6,6.340695,0,1,1,1
2/01/1989,1484.800049,13.65,16.54,-2.89,6.638054,0,1,1,1
1/01/1989,1551.5,13.3,15.56,-2.26,6.807926,0,1,1,1
12/01/1988,1487.400024,12.95,15.11,-2.16,6.832455,0,0,1,1
11/01/1988,1471.5,12.35,14.73,-2.38,6.612949,0,0,1,1
10/01/1988,1587,11.9,14,-2.1,6.817819,0,0,1,1
9/01/1988,1551.599976,11.95,13.64,-1.69,6.934729,0,0,1,1
8/01/1988,1570.5,11.8,13.32,-1.52,7.069006,0,0,1,1
7/01/1988,1611.699951,11.95,13.08,-1.13,6.761426,0,0,1,1
6/01/1988,1554.900024,11.95,13.1,-1.15,7.568928,0,0,0,1
5/01/1988,1566.900024,12.3,12.28,0.02,7.451502,0,0,0,1
4/01/1988,1457.199951,11.5,11.39,0.11,7.913595,0,0,0,1
3/01/1988,1415.599976,11.9,10.95,0.95,7.506221,0,0,0,1
2/01/1988,1250.699951,12.3,10.95,1.35,7.417305,0,0,0,1
1/01/1988,1257.099976,12.4,11.05,1.35,7.631582,0,0,0,1
12/01/1987,1320,12.85,11.46,1.39,7.728112,0,0,0,1
11/01/1987,1328.699951,13.3,12.45,0.85,7.931369,0,0,0,1
10/01/1987,1295.199951,13.65,11.99,1.66,8.085951,0,0,0,1
9/01/1987,2247.600098,12.5,11.7,0.8,7.755696,0,0,0,1
8/01/1987,2150,12.95,12.54,0.41,8.10602,0,0,0,1
7/01/1987,2030.199951,12.95,12.99,-0.04,8.080729,0,0,0,1
6/01/1987,1765.800049,12.8,13.68,-0.88,8.009044,0,0,0,0
5/01/1987,1770.800049,13,14.14,-1.14,8.20212,0,0,0,0
4/01/1987,1749.599976,13.05,15.08,-2.03,8.300829,0,0,0,0
3/01/1987,1689.900024,13.45,16.41,-2.96,8.436879,0,0,0,0
2/01/1987,1614.099976,14,16.7,-2.7,8.211534,0,0,0,0
1/01/1987,1496.300049,13.8,15.86,-2.06,8.186874,0,0,0,0
12/01/1986,1473.099976,13.4,15.53,-2.13,8.363623,0,0,0,0
11/01/1986,1379.599976,13.6,15.9,-2.3,8.319111,0,0,0,0
10/01/1986,1377.5,13.6,16.82,-3.22,8.309965,0,0,0,0
9/01/1986,1257.199951,13.85,18.08,-4.23,8.33882,0,0,0,0
8/01/1986,1192.300049,14.1,17.37,-3.27,8.240042,1,0,0,0
7/01/1986,1123.5,14.2,14.85,-0.65,8.113627,1,0,0,0
6/01/1986,1179.800049,12.95,14.68,-1.73,7.653781,1,0,0,0
5/01/1986,1241,12.65,14.73,-2.08,7.847054,1,0,0,0
4/01/1986,1210.599976,12.25,15.76,-3.51,7.901598,1,0,0,0
3/01/1986,1136.5,12.6,16.44,-3.84,7.928514,1,0,0,0
2/01/1986,1041.599976,13.7,18.29,-4.59,8.00355,1,1,0,0
1/01/1986,1075.099976,14.1,18.97,-4.87,7.805735,1,1,0,0
12/01/1985,1003.799988,14.85,19.56,-4.71,7.785212,1,1,0,0
11/01/1985,990.700012,15.05,18.18,-3.13,7.950728,1,1,0,0
10/01/1985,1027,14.55,16.36,-1.81,7.84887,1,1,0,0
9/01/1985,987,13.8,16.78,-2.98,8.058122,1,1,0,0
8/01/1985,937.799988,13.95,16.25,-2.3,8.156354,1,1,1,0
7/01/1985,936.099976,13.4,15.14,-1.74,8.298403,1,1,1,0
6/01/1985,860.799988,13.5,15.75,-2.25,8.571045,0,1,1,0
5/01/1985,873.5,13.8,15.53,-1.73,8.376615,0,1,1,0
4/01/1985,874.700012,13.95,15.79,-1.84,8.403261,0,1,1,0
3/01/1985,829.700012,13.8,15.29,-1.49,8.666193,0,1,1,0
2/01/1985,792.299988,13.7,13.81,-0.11,8.38995,0,1,1,0
1/01/1985,773.400024,13.1,13.35,-0.25,8.550929,0,1,1,0
12/01/1984,726.099976,13.4,12.34,1.06,8.520384,0,0,1,0
11/01/1984,749,13.25,11.26,1.99,8.679548,0,0,1,0
10/01/1984,749,13.2,11.17,2.03,8.695913,0,0,1,0
9/01/1984,733.5,13.1,10.53,2.57,8.735682,0,0,1,0
8/01/1984,733.200012,12.8,11.56,1.24,8.82942,0,0,1,1
