Date,Non-farm_Payrolls,Civilian_Unemployment_Rate,Effective_Fed_Funds,CPI_All_Items,10Y_Treasury_Rate,5Y_Treasury_Rate,3_Month_T-Bill_Rate,IPI,S&P_500_Index
1966-09-01,64643.0,3.7,5.4,32.75,5.18,5.5,5.37,35.9729,76.559998
1966-08-01,64507.0,3.8,5.53,32.65,5.22,5.5,4.96,35.6406,77.099998
1966-07-01,64301.0,3.8,5.3,32.45,5.02,5.17,4.8,35.6129,83.599998
1966-06-01,64111.0,3.8,5.17,32.38,4.81,4.97,4.5,35.4191,84.739998
1966-05-01,63712.0,3.9,4.9,32.35,4.78,4.89,4.64,35.2529,86.129997
1966-04-01,63437.0,3.8,4.67,32.28,4.75,4.83,4.62,34.9206,91.059998
1966-03-01,63192.0,3.8,4.65,32.18,4.87,4.92,4.59,34.8652,89.230003
1966-02-01,62796.0,3.8,4.6,32.08,4.83,4.98,4.65,34.3945,91.220001
1966-01-01,62529.0,4.0,4.42,31.88,4.61,4.86,4.59,34.1729,92.879997
1965-12-01,62322.0,4.0,4.32,31.85,4.62,4.72,4.38,33.8406,92.43
1965-11-01,61996.0,4.1,4.1,31.75,4.45,4.46,4.09,33.4252,91.610001
1965-10-01,61719.0,4.2,4.08,31.65,4.35,4.34,4.03,33.2868,92.41999799999999
1965-09-01,61490.0,4.3,4.01,31.62,4.29,4.25,3.92,32.9544,89.959999
1965-08-01,61228.0,4.4,4.12,31.55,4.25,4.2,3.84,32.8713,87.16999799999999
1965-07-01,60965.0,4.4,4.09,31.58,4.2,4.15,3.84,32.7329,85.25
1965-06-01,60690.0,4.6,4.04,31.61,4.21,4.15,3.8,32.4283,84.120003
1965-05-01,60491.0,4.6,4.1,31.48,4.21,4.15,3.89,32.179,88.41999799999999
1965-04-01,60259.0,4.8,4.09,31.38,4.2,4.15,3.93,31.9298,89.110001
1965-03-01,60003.0,4.7,4.04,31.31,4.21,4.15,3.93,31.7913,86.160004
1965-02-01,59800.0,5.1,3.98,31.28,4.21,4.15,3.93,31.376,87.43
1965-01-01,59582.0,4.9,3.9,31.28,4.19,4.1,3.81,31.1821,87.559998
1964-12-01,59421.0,5.0,3.85,31.25,4.18,4.09,3.84,30.8498,84.75
1964-11-01,59218.0,4.8,3.52,31.21,4.15,4.04,3.64,30.4898,84.41999799999999
1964-10-01,58793.0,5.1,3.36,31.12,4.19,4.07,3.57,29.5759,84.860001
1964-09-01,58903.0,5.1,3.45,31.08,4.2,4.08,3.53,29.9913,84.18
1964-08-01,58619.0,5.0,3.5,31.05,4.19,4.05,3.5,29.8805,81.83000200000001
1964-07-01,58412.0,4.9,3.42,31.02,4.19,4.03,3.46,29.6867,83.18
1964-06-01,58219.0,5.2,3.5,31.01,4.17,4.02,3.48,29.4928,81.690002
1964-05-01,58089.0,5.1,3.5,30.98,4.2,4.05,3.48,29.4098,80.370003
1964-04-01,57922.0,5.3,3.47,30.95,4.23,4.15,3.47,29.2436,79.459999
1964-03-01,57897.0,5.4,3.43,30.94,4.22,4.14,3.54,28.7728,78.980003
1964-02-01,57753.0,5.4,3.48,30.91,4.15,4.03,3.53,28.7728,77.800003
1964-01-01,57487.0,5.6,3.48,30.94,4.17,4.07,3.52,28.579,77.040001
1963-12-01,57361.0,5.5,3.38,30.88,4.13,4.04,3.52,28.3297,75.019997
1963-11-01,57255.0,5.7,3.48,30.78,4.12,4.01,3.52,28.3851,73.230003
1963-10-01,57283.0,5.5,3.5,30.75,4.11,3.97,3.45,28.2466,74.010002
1963-09-01,57078.0,5.5,3.48,30.72,4.08,3.96,3.38,28.0528,71.699997
1963-08-01,56910.0,5.4,3.49,30.75,4.0,3.89,3.32,27.7759,72.5
1963-07-01,56794.0,5.6,3.02,30.69,4.02,3.89,3.18,27.7205,69.129997
1963-06-01,56659.0,5.6,2.99,30.61,3.99,3.81,2.99,27.8313,69.370003
1963-05-01,56616.0,5.9,3.0,30.51,3.93,3.72,2.93,27.7482,70.800003
1963-04-01,56580.0,5.7,2.9,30.48,3.97,3.74,2.9,27.4159,69.800003
1963-03-01,56320.0,5.7,2.98,30.51,3.93,3.68,2.89,27.1666,66.57
1963-02-01,56230.0,5.9,3.0,30.48,3.92,3.66,2.92,27.0005,64.290001
1963-01-01,56115.0,5.7,2.92,30.44,3.83,3.58,2.91,26.6958,66.199997
1962-12-01,56028.0,5.5,2.93,30.38,3.86,3.56,2.87,26.502,63.099998
1962-11-01,56056.0,5.7,2.94,30.38,3.92,3.6,2.83,26.502,62.259997999999996
1962-10-01,56041.0,5.4,2.9,30.38,3.93,3.64,2.74,26.3912,56.52
1962-09-01,55978.0,5.6,2.9,30.42,3.98,3.7,2.78,26.3635,56.27
1962-08-01,55838.0,5.7,2.93,30.28,3.98,3.71,2.82,26.1974,59.119999
1962-07-01,55746.0,5.4,2.71,30.22,4.01,3.8,2.92,26.1697,58.23
1962-06-01,55644.0,5.5,2.68,30.21,3.91,3.64,2.73,25.9205,54.75
1962-05-01,55628.0,5.5,2.36,30.24,3.87,3.66,2.69,25.9758,59.630001
1962-04-01,55602.0,5.6,2.78,30.21,3.84,3.6,2.73,26.0035,65.239998
1962-03-01,55275.0,5.6,2.85,30.17,3.93,3.68,2.72,25.9482,69.550003
1962-02-01,55188.0,5.5,2.37,30.11,4.04,3.89,2.73,25.8097,69.959999
1962-01-01,54891.0,5.8,2.15,30.04,4.08,3.94,2.72,25.3943,68.839996
1961-12-01,54872.0,6.0,2.33,30.01,4.06,3.91,2.6,25.6158,71.550003
1961-11-01,54742.0,6.1,2.61,29.98,3.94,3.82,2.48,25.3943,71.32
1961-10-01,54522.0,6.5,2.26,29.98,3.92,3.8,2.3,25.0066,68.620003
1961-09-01,54388.0,6.7,1.88,29.98,3.98,3.9,2.28,24.5358,66.730003
1961-08-01,54298.0,6.6,2.0,29.94,4.04,3.96,2.39,24.5635,68.07
1961-07-01,54123.0,7.0,1.17,29.92,3.92,3.84,2.24,24.342,66.760002
1961-06-01,53977.0,6.9,1.73,29.84,3.88,3.81,2.33,24.065,64.639999
1961-05-01,53786.0,7.1,1.98,29.84,3.71,3.47,2.29,23.7327,66.559998
1961-04-01,53627.0,7.0,1.49,29.81,3.78,3.57,2.29,23.3727,65.309998
1961-03-01,53659.0,6.9,2.02,29.84,3.74,3.6,2.39,22.902,65.059998
1961-02-01,53557.0,6.9,2.54,29.84,3.78,3.66,2.42,22.7635,63.439999
1961-01-01,53683.0,6.6,1.45,29.84,3.84,3.67,2.24,22.7912,61.779999
1960-12-01,53742.0,6.6,1.98,29.81,3.84,3.67,2.25,22.7635,58.110001000000004
1960-11-01,53961.0,6.1,2.44,29.78,3.93,3.81,2.37,23.2066,55.540001000000004
1960-10-01,54142.0,6.1,2.47,29.75,3.89,3.76,2.3,23.5389,53.389998999999996
1960-09-01,54227.0,5.5,2.6,29.61,3.8,3.61,2.48,23.5666,53.52
1960-08-01,54272.0,5.6,2.98,29.61,3.8,3.62,2.3,23.8158,56.959998999999996
1960-07-01,54306.0,5.5,3.23,29.55,3.9,3.79,2.3,23.8435,55.509997999999996
1960-06-01,54348.0,5.4,3.32,29.61,4.15,4.12,2.46,23.9266,56.919998
1960-05-01,54475.0,5.1,3.85,29.57,4.35,4.49,3.29,24.2312,55.830002
1960-04-01,54813.0,5.2,3.92,29.54,4.28,4.29,3.23,24.2589,54.369999
1960-03-01,54454.0,5.4,3.84,29.41,4.25,4.31,3.31,24.4528,55.34
1960-02-01,54513.0,4.8,3.97,29.41,4.49,4.69,3.96,24.6743,56.119999
1960-01-01,54274.0,5.2,3.99,29.37,4.72,4.92,4.35,24.8958,55.610001000000004
1959-12-01,54174.0,5.3,3.99,29.41,4.69,5.01,4.49,24.2589,59.889998999999996
1959-11-01,53634.0,5.8,4.0,29.35,4.53,4.75,4.15,22.8466,58.279999
1959-10-01,53358.0,5.7,3.98,29.35,4.53,4.72,4.05,22.7081,57.52
1959-09-01,53428.0,5.5,3.76,29.25,4.68,4.9,4.04,22.8743,56.880001
1959-08-01,53336.0,5.2,3.5,29.18,4.43,4.57,3.38,22.9019,59.599998
1959-07-01,53804.0,5.1,3.47,29.15,4.4,4.58,3.2,23.705,60.509997999999996
1959-06-01,53681.0,5.0,3.39,29.11,4.34,4.5,3.21,24.2866,58.470001
1959-05-01,53550.0,5.1,2.9,29.04,4.31,4.35,2.84,24.2589,58.68
1959-04-01,53321.0,5.2,2.96,28.98,4.12,4.12,2.95,23.8989,57.59
1959-03-01,53014.0,5.6,2.8,28.97,3.99,3.99,2.8,23.4004,55.439999
1959-02-01,52688.0,5.9,2.43,29.0,3.96,3.96,2.7,23.0681,55.41
1959-01-01,52478.0,6.0,2.48,29.01,4.02,4.01,2.82,22.625,55.450001
1958-12-01,52085.0,6.2,2.42,28.97,3.86,3.82,2.77,22.2927,55.209998999999996
1958-11-01,51944.0,6.2,2.27,28.95,3.74,3.7,2.67,22.265,52.48
1958-10-01,51485.0,6.7,1.8,28.91,3.8,3.78,2.63,21.6281,51.330002
1958-09-01,51506.0,7.1,1.76,28.91,3.76,3.69,2.44,21.3788,50.060001
1958-08-01,51233.0,7.4,1.53,28.94,3.54,3.29,1.69,21.185,47.75
1958-07-01,51039.0,7.5,0.68,28.89,3.2,2.77,0.91,20.7696,47.189999
1958-06-01,50914.0,7.3,0.93,28.91,2.97,2.46,0.83,20.465,45.240002000000004
1958-05-01,50914.0,7.4,0.63,28.94,2.92,2.41,0.91,19.9388,44.09
1958-04-01,51027.0,7.4,1.26,28.94,2.88,2.46,1.13,19.745,43.439999
1958-03-01,51299.0,6.7,1.2,28.87,2.98,2.64,1.3,20.0773,42.099998
1958-02-01,51576.0,6.4,1.67,28.7,3.05,2.78,1.53,20.3265,40.84
1958-01-01,52076.0,5.8,2.72,28.64,3.09,2.88,2.44,20.7696,41.700001
1957-12-01,52384.0,5.2,2.98,28.47,3.21,3.08,3.04,21.1573,39.990002000000004
1957-11-01,52558.0,5.1,3.28,28.41,3.72,3.72,3.31,21.5727,41.720001
1957-10-01,52763.0,4.5,3.5,28.32,3.97,4.08,3.58,22.0988,41.060001
1957-09-01,52934.0,4.4,3.47,28.32,3.92,4.03,3.53,22.4312,42.419998
1957-08-01,53128.0,4.1,3.24,28.28,3.93,4.0,3.37,22.625,45.220001
1957-07-01,53123.0,4.2,2.99,28.19,3.93,4.0,3.16,22.625,47.91
1957-06-01,53067.0,4.3,3.0,28.11,3.8,3.83,3.29,22.4866,47.369999
1957-05-01,53150.0,4.1,3.0,28.0,3.6,3.64,3.06,22.4312,47.43
1957-04-01,53238.0,3.9,3.0,27.93,3.48,3.53,3.07,22.5142,45.740002000000004
1957-03-01,53156.0,3.7,2.96,27.86,3.41,3.46,3.08,22.8189,44.110001000000004
1957-02-01,53097.0,3.9,3.0,27.8,3.34,3.39,3.1,22.8466,43.259997999999996
1957-01-01,52887.0,4.2,2.84,27.67,3.46,3.47,3.11,22.625,44.720001
1956-12-01,52929.0,4.2,2.94,27.63,3.59,3.7,3.21,22.7081,46.669998
1956-11-01,52821.0,4.3,2.88,27.51,3.49,3.56,2.99,22.3758,45.080002
1956-10-01,52777.0,3.9,2.96,27.51,3.34,3.4,2.9,22.5696,45.580002
1956-09-01,52604.0,3.9,2.95,27.35,3.38,3.47,2.84,22.3758,45.349998
1956-08-01,52631.0,4.1,2.73,27.31,3.33,3.41,2.6,21.8773,47.509997999999996
1956-07-01,51955.0,4.4,2.75,27.29,3.11,3.12,2.31,21.0188,49.389998999999996
1956-06-01,52586.0,4.3,2.71,27.15,3.0,2.97,2.49,21.6835,46.970001
1956-05-01,52506.0,4.3,2.75,27.03,3.07,3.08,2.61,21.8773,45.200001
1956-04-01,52375.0,4.0,2.62,26.93,3.18,3.2,2.6,22.0712,48.380001
1956-03-01,52294.0,4.2,2.5,26.89,2.96,2.93,2.25,21.905,48.48
1956-02-01,52167.0,3.9,2.5,26.86,2.84,2.74,2.32,21.905,45.34
1956-01-01,51975.0,4.0,2.45,26.83,2.9,2.84,2.41,22.0988,43.82
1955-12-01,51805.0,4.2,2.48,26.87,2.96,2.93,2.54,21.9604,45.48
1955-11-01,51592.0,4.2,2.35,26.88,2.89,2.81,2.24,21.8773,45.509997999999996
1955-10-01,51429.0,4.3,2.24,26.82,2.88,2.76,2.23,21.8219,42.34
1955-09-01,51266.0,4.1,2.18,26.85,2.97,2.85,2.07,21.4619,43.669998
1955-08-01,51111.0,4.2,1.96,26.72,2.97,2.86,1.9,21.3234,43.18
1955-07-01,50987.0,4.0,1.68,26.76,2.9,2.72,1.6,21.3511,43.52
1955-06-01,50790.0,4.2,1.64,26.71,2.78,2.59,1.41,21.185,41.029999
1955-05-01,50512.0,4.3,1.43,26.77,2.76,2.56,1.45,21.1573,37.91
1955-04-01,50248.0,4.7,1.43,26.79,2.75,2.55,1.59,20.825,37.959998999999996
1955-03-01,49962.0,4.6,1.35,26.79,2.68,2.48,1.28,20.5757,36.580002
1955-02-01,49644.0,4.7,1.29,26.82,2.65,2.38,1.17,20.105,36.759997999999996
1955-01-01,49496.0,4.9,1.39,26.77,2.61,2.32,1.22,19.8557,36.630001
1954-12-01,49331.0,5.0,1.28,26.77,2.51,2.16,1.15,19.4126,35.98
1954-11-01,49180.0,5.3,0.83,26.78,2.48,2.09,0.93,19.1634,34.240002000000004
1954-10-01,48942.0,5.7,0.85,26.72,2.43,2.02,0.98,18.8588,31.68
1954-09-01,48886.0,6.1,1.06,26.81,2.38,1.96,1.01,18.6372,32.310001
1954-08-01,48826.0,6.0,1.22,26.85,2.36,1.9,0.92,18.6095,29.83
1954-07-01,48835.0,5.8,0.8,26.86,2.3,1.85,0.72,18.6372,30.879998999999998
